96.0,151.0,0.9901576349910339
151.0,96.0,0.9901576349910339
71.0,148.0,0.9903410512350237
148.0,71.0,0.9903410512350237
126.0,148.0,0.9903410512350238
148.0,126.0,0.9903410512350238
200.0,211.0,0.9907534047821727
211.0,200.0,0.9907534047821727
201.0,212.0,0.991172348962194
212.0,201.0,0.991172348962194
193.0,204.0,0.9912214726078372
204.0,193.0,0.9912214726078372
93.0,148.0,0.9940021406802529
148.0,93.0,0.9940021406802529
98.0,153.0,0.9961328914598669
153.0,98.0,0.9961328914598669
68.0,211.0,0.9962781426269304
211.0,68.0,0.9962781426269304
97.0,152.0,0.9965133374633922
152.0,97.0,0.9965133374633922
67.0,210.0,0.9971931583222671
210.0,67.0,0.9971931583222671
66.0,209.0,0.9972842882301746
209.0,66.0,0.9972842882301746
61.0,204.0,0.9974138365081276
204.0,61.0,0.9974138365081276
159.0,192.0,0.9976097945277373
192.0,159.0,0.9976097945277373
69.0,212.0,0.9976229453504715
212.0,69.0,0.9976229453504715
162.0,195.0,0.9977858007865056
195.0,162.0,0.9977858007865056
163.0,196.0,0.9979691084142256
196.0,163.0,0.9979691084142256
167.0,200.0,0.9980028215081777
200.0,167.0,0.9980028215081777
165.0,198.0,0.9983095250105283
198.0,165.0,0.9983095250105283
65.0,208.0,0.9983200461498475
208.0,65.0,0.9983200461498475
64.0,207.0,0.998372337738887
207.0,64.0,0.998372337738887
60.0,203.0,0.9983767544168176
203.0,60.0,0.9983767544168176
164.0,197.0,0.9984548027059011
197.0,164.0,0.9984548027059011
166.0,199.0,0.9985369312757111
199.0,166.0,0.9985369312757111
62.0,205.0,0.9985457709743707
205.0,62.0,0.9985457709743707
160.0,193.0,0.9985613303309658
193.0,160.0,0.9985613303309658
168.0,201.0,0.998580022677066
201.0,168.0,0.998580022677066
158.0,191.0,0.998635050508984
191.0,158.0,0.998635050508984
59.0,202.0,0.9987450934725991
202.0,59.0,0.9987450934725991
63.0,206.0,0.9989532129441789
206.0,63.0,0.9989532129441789
161.0,194.0,0.9992231098878325
194.0,161.0,0.9992231098878325
80.0,135.0,0.9999999999999998
135.0,80.0,0.9999999999999998
74.0,129.0,0.9999999999999999
76.0,131.0,0.9999999999999999
78.0,133.0,0.9999999999999999
129.0,74.0,0.9999999999999999
131.0,76.0,0.9999999999999999
133.0,78.0,0.9999999999999999
72.0,127.0,1.0000000000000002
73.0,128.0,1.0000000000000002
77.0,132.0,1.0000000000000002
79.0,134.0,1.0000000000000002
127.0,72.0,1.0000000000000002
128.0,73.0,1.0000000000000002
132.0,77.0,1.0000000000000002
134.0,79.0,1.0000000000000002
