Feature,Score_(R^2)_Left,Score_(R^2)_Right,Score_(LASSO)_Left,Score_(LASSO)_Right,Score_(R^1)_Left,Score_(R^1)_Right,R1_Left,R1_Right,R2_Left,R2_Right,Coef_Left,Coef_Right,explained_variance_left,explained_variance_right,max_error_left,max_error_right,mean_absolute_error_left,mean_absolute_error_right,mean_squared_error_left,mean_squared_error_right,median_absolute_error_left,median_absolute_error_right,mean_absolute_percentage_error_left,mean_absolute_percentage_error_right,mean_pinball_loss_left,mean_pinball_loss_right,d2_pinball_score_left,d2_pinball_score_right,d2_absolute_error_score_left,d2_absolute_error_score_right
E1_SPEC_EDGE,0.0005893509773937655,0.004678705355842916,0.0,0.0030388829461878153,-3.9569616617519384e+16,-4.934966951588538e+16,28.136667877114395,28.192168357663615,1062.61629323622,1066.380305122535,0.0009300899077152237,0.0031676236393622767,0.0005893509773937655,0.004678705355842916,3.394500964669648,3.3697293385737717,0.6589664916654037,0.8218370903126724,0.7822592234733817,1.138244641659173,0.529967854888621,0.6571079971783349,1.219528167887032,1.1922482598828015,0.32948324583270183,0.4109185451563363,-0.053428062984432145,-0.052192881266316826,-0.03170703018238741,-0.01826319789897979
E1_SPEC_ENT,0.002734791842761042,0.010378640003877448,0.0007480435026240295,0.00828385558558209,-1.3273200330278162e+17,-3.5346111239761404e+16,28.064929732962582,28.20605536461064,1057.326975310242,1067.8703946997398,0.002200188266960254,0.004174165771962277,0.002734791842760931,0.010378640003877448,4.06224085294724,2.594986530246064,0.7368106308568522,0.784841330586903,0.9413192605790821,0.8859288847222822,0.582263039202652,0.703123160572007,1.0550274338794274,2.9552429880713156,0.36840531542842614,0.39242066529345154,-0.03216854170218175,-0.10575891343038224,-0.03217784637343435,-0.0182302967710104
E1_SLOPE,0.007176296216898748,0.0010971812663602698,0.003992132760797573,0.0,-4.123609484582222e+16,-inf,28.187224911443657,28.157842796153403,1066.3147161442605,1063.2579983766686,0.002815280274556528,0.0016344007532434882,0.007176296216898859,0.0010971812663603808,2.511840932771925,5.108753708749114,0.5722657742932322,0.7901820763584747,0.5847172678275168,1.2968591979449449,0.4667747986178178,0.5740759268321458,1.1564258613505063,0.9723518216428394,0.2861328871466161,0.3950910381792373,-0.02527546155384708,-0.004741357571897753,-0.006544956448901296,-0.09986612922255289
E1_INTERCEPT,0.0013598680447947098,0.011258403516283821,0.0,0.009355870214077133,-6.270426574556528e+16,-4.414725875830001e+16,28.066190359868415,28.196688593756637,1057.3988490242027,1067.1820444002394,0.001525366762525753,0.004561854268135724,0.0013598680447947098,0.01125840351628371,3.7764928560653317,5.286550197022664,0.6961571957294106,0.7351995472132391,0.9111537531096164,0.9745848900063541,0.5290859235412044,0.66869564145433,1.2227872625035505,1.2507925298560738,0.3480785978647053,0.36759977360661955,-0.010520205656033621,-0.08637478409032862,-0.0512663491417471,-0.026071461157582743
E1_MEAN_FREQ,0.003061430911146301,0.0028246783215007953,0.0017415215208711476,0.000583058654843982,-7.561156274541642e+16,-inf,28.0130949460984,28.08493814296901,1053.4442970480795,1058.7798440419724,0.002856007266361745,0.0021050997041700023,0.00306143091114619,0.0028246783215006843,5.999268909648533,3.7550569783540215,0.8394569788785102,0.6236237111998485,1.416424451788719,0.8342164118313449,0.5825170113727136,0.36587123036395264,1.7189377753424844,1.469471527100501,0.4197284894392551,0.31181185559992425,-0.028671134060404002,-0.011696634847327081,-0.09943276760031838,-0.06294358408970235
E1_OCC_BAND,0.04972483822575868,0.023563678088672768,0.04817545849517513,0.021407399319901987,-3.581380787875385e+16,-6.369939350824991e+16,28.33091100512045,27.961098946219728,1077.3745707558023,1049.5287956616235,0.010623726712410537,0.006199236758251846,0.049724838225758794,0.023563678088672768,4.067616160585941,2.9727295991379274,0.7952262821298868,0.7072053332751727,1.1501663133858606,0.8491964212312911,0.6533066623429771,0.6095401088800303,1.4731399744385465,1.1684786343583433,0.39761314106494344,0.3536026666375863,0.008456308404055424,-0.02078215544548101,-0.01053437863401463,-0.0192859329491466
E1_POWER_BAND,0.009078673766137135,0.0027530102524386812,0.0068973822208378,0.0009525984770599738,-2.5349212065029213e+17,-2.4365913328374924e+16,28.20168023459845,28.099839479393545,1067.5269615312895,1059.9484906089626,0.0038258107493518425,0.0023189272704896174,0.009078673766137135,0.0027530102524385702,3.972577851144288,3.0921985204662934,0.7035819722675314,0.8115479397954848,0.851911724062424,1.0387236626714593,0.5963498520689536,0.6820399462396847,1.1177659543180882,2.164469343824819,0.35179098613376564,0.4057739698977424,-0.02713896142926786,-0.04799529961930138,-0.028604849808712807,-0.03005979173043527
E1_WLT_ENT,0.012842684309026353,0.0011138155064115418,0.01001697860102957,0.0,-4.508651868381459e+16,-inf,28.231670207971924,28.008005364488127,1068.4486739642373,1053.0956722769956,0.003997915171956567,0.0014878727834638833,0.012842684309026464,0.0011138155064116528,2.8177838093724312,3.22013953610107,0.6257011392870407,0.8298612758222472,0.6551316413177602,1.0586812221432023,0.508416630383888,0.6235946095602887,1.2340499209482363,3.9917594366082865,0.3128505696435203,0.4149306379111236,-0.061173883095541726,-0.07081428202847406,-0.0025790513435270945,-0.04228366362539404
E1_KURT,0.0001546126703710904,0.00017639413954284588,0.0,0.0,-4.300435841208346e+17,-3.245823811802155e+17,28.13835795084782,28.05912790332735,1062.37587796045,1057.0184120513627,0.00041183363793747765,0.0006484467335275502,0.00015461267037097937,0.0001763941395429569,2.2836191276262285,4.206517966789423,0.5968053608540951,0.9008970824348361,0.584873928927893,1.2709214569611103,0.5210997642118848,0.778223750142556,1.8682644957432646,1.5909628241650773,0.29840268042704754,0.45044854121741806,-0.034920140354476104,-0.06299966489665376,-0.028906029285626245,-0.0395016906994623
E1_SKEW,0.0069821638121247975,0.0001250609213592213,0.004593120603409773,0.0,-3.782953406834439e+16,-3.923311367370851e+16,28.25025660922404,28.040518604721303,1067.3820529603643,1055.6198740873838,0.0032059160850891823,0.0005402828759101966,0.0069821638121246865,0.0001250609213592213,3.873206200076115,3.329072544077064,0.6299882960027657,0.871150122565745,0.7794749817487873,1.2445069589206286,0.5244784841834587,0.7795463180268041,1.2115274208974265,1.6971966106734881,0.31499414800138287,0.4355750612828725,-0.014046922623968117,-0.008289188665805414,-0.06069590921341961,-0.0492930521201882
E1_VAR,0.0008344998070125564,0.0033855012829243636,0.0,0.0017497141601405808,-2.274158019667854e+16,-1.499128356131552e+17,28.155188744319567,28.11828015776478,1062.636632227137,1061.3857378136943,0.0012406654158003741,0.0026978464927729737,0.0008344998070124454,0.0033855012829243636,3.465270888652773,4.922983213713469,0.7574467785213603,0.8321834089228553,0.9827689030398578,1.1425351022732297,0.6293707658258432,0.7155755491369279,1.0093891699532194,3.178106829055577,0.3787233892606802,0.4160917044614276,-0.0109640559917914,-0.038221993351178485,-0.06133772793569703,-0.06098051650612435
E1_STD,0.0117703952795003,3.424336529578298e-05,0.009520816253799746,0.0,-1.992369677666718e+16,-7.700284216090131e+16,28.24050301869059,28.064402276339102,1068.564694223961,1057.3512331499098,0.0042895727001995045,0.00026965809629341236,0.0117703952795003,3.424336529567196e-05,3.296079393813686,3.6231068878967063,0.6635924069131776,0.8549032832860938,0.8238075005657391,1.1323129696609524,0.5752441435600005,0.7837191324353311,5.831342613267376,3.957876792435014,0.3317962034565888,0.427451641643047,-0.006633843550018392,-0.015552658845536138,-0.029129383105150675,-0.07073975020080714
E1_LOG_ENE_ENT,0.00752001236913169,0.0032648388265102968,0.005569437495418494,0.001509192382419755,-inf,-inf,28.205154145916772,28.113989362109958,1067.8420999138555,1061.0252417712886,0.003682112899712625,0.002557298821878726,0.00752001236913169,0.0032648388265102968,3.905687812510262,2.9134234896969557,0.7095918187379501,0.8577623034217826,0.9541755166391223,1.0646622452828993,0.525336799766744,0.7970440356149308,1.087502838209612,1.276282653070774,0.354795909368975,0.4288811517108913,-0.0006760187312284671,-0.05885973422662061,-0.03256507385570262,-0.015003149923420223
E1_BETA_ALPHA_RATIO,0.023980613402121653,0.004190257748109438,0.022369133139188757,0.0022348668109741787,-1.1297501822899636e+16,-inf,28.331923200074613,28.024255376186584,1072.0404485255658,1054.2809642725647,0.007234137919877703,0.0027451918810418637,0.023980613402121653,0.004190257748109549,5.110274769192725,3.5989593672233666,0.7525647986716713,0.7661510875844797,1.1358018958326594,0.9550187729647218,0.6224851340450244,0.6773079073557713,1.4629087603265005,1.0554736270393716,0.3762823993358356,0.38307554379223974,-0.01644414685811091,-0.021177185513221675,-0.07310855063354516,-0.05118625394766396
E1_BP_THETA,0.034271551797442346,0.00015686241225298936,0.03199352512305187,0.0,-inf,-2.0781531723497616e+16,28.31854809894542,28.040118878587133,1073.1993198113391,1055.632324864359,0.007273720654609278,0.000625139483307586,0.034271551797442346,0.00015686241225287834,3.7970527246705554,4.81021449544799,0.6330748565466494,0.9228854002562066,0.7949967545200916,1.3283046832287901,0.46854584236763624,0.8325528739613964,1.0605318929432557,3.016563225232796,0.3165374282733247,0.4614427001281033,-0.011097103399635433,-0.07364403885491533,-0.026252195435522374,-0.04618999776275379
E2_BP_15.5_18.5,5.247269862773685e-05,0.020322515620732062,0.0,0.01873711817514223,-5.6164688592746824e+16,-2.1962433241699788e+16,28.126345257289138,28.00575992487898,1061.2894542445088,1049.1324356826221,0.00029905411739291493,0.006714115250878562,5.247269862784787e-05,0.020322515620732173,4.53682043348408,5.419986033793168,0.6235533044656941,0.7314959718518406,0.908812406480472,1.1588150012873544,0.3881370240483776,0.5372452665724784,0.9273302994174106,1.1895343442767448,0.31177665223284706,0.3657479859259203,0.0007686789566933028,-0.011588905911568137,-0.13911074161537407,-0.1899480237795368
E2_BP_8_10.5,0.04469610138168767,8.272172046219772e-05,0.04280044982827269,0.0,-2.2463819267272164e+16,-inf,28.309704265188003,28.125665769026575,1075.6932459575482,1061.0003731553948,0.009105938274009948,0.0003648633656931166,0.04469610138168767,8.272172046230875e-05,3.659627405593079,2.9160951047839605,0.748195481146313,0.7148170618801046,0.9450443171415597,0.8580960416905468,0.6157494231711649,0.5821787121662607,1.229764185827885,1.0338700339596738,0.3740977405731565,0.3574085309400523,-0.04151278000284164,-0.06901083613806147,-0.04057695765365499,-0.025646852323716107
