MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[188 154 189 117  35 106 183 226 103 170],[  4  44  57  89 121 168 176 202],[ 35  74 115 136 196],[  9  11  68  86 105 118 148 171 172],[ 14  67  88 117 149 191],[  7  62  67  89 123 124 131 142 162],[  0   1  46 117 120]
