,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_cross_ind_prob,params_cross_prob,params_cv,params_max_features,params_muta_ind_prob,params_muta_prob,params_n_gens,params_n_population,state
3,3,3,0.8888888888888888,2023-05-30 20:18:53.559690,2023-05-30 20:18:57.184227,0 days 00:00:03.624537,0.5998519577539217,0.3852785346830923,4,6,0.0882995813849121,0.3083726819550753,40,162,COMPLETE
4,4,4,0.8888888888888888,2023-05-30 20:18:57.184611,2023-05-30 20:19:02.905959,0 days 00:00:05.721348,0.3600163872052578,0.6991090431875839,4,7,0.0853424683589697,0.1911359303939184,50,150,COMPLETE
5,5,5,0.8666666666666667,2023-05-30 20:19:02.906361,2023-05-30 20:19:08.367471,0 days 00:00:05.461110,0.4350412056431717,0.5746812380629447,3,15,0.0666711561988515,0.2268077199774543,60,149,COMPLETE
6,6,6,0.9111111111111112,2023-05-30 20:19:08.367868,2023-05-30 20:19:13.566885,0 days 00:00:05.199017,0.5506966021498936,0.5731439942709707,3,10,0.0589027629917183,0.3456097308053464,40,168,COMPLETE
7,7,7,0.9555555555555556,2023-05-30 20:19:13.567364,2023-05-30 20:19:24.555077,0 days 00:00:10.987713,0.7889667694972293,0.4681649093131718,4,14,0.0251504557150286,0.3090426012941896,50,165,COMPLETE
8,8,8,0.8,2023-05-30 20:19:24.555502,2023-05-30 20:19:26.069949,0 days 00:00:01.514447,0.364164009858087,0.3065550914071258,4,5,0.0709715715024598,0.3290744168322926,50,128,COMPLETE
9,9,9,0.9111111111111112,2023-05-30 20:19:26.070329,2023-05-30 20:19:38.003056,0 days 00:00:11.932727,0.3798288603995335,0.5249408593845706,5,15,0.027896471733615,0.2982771185118373,50,122,COMPLETE
10,10,10,0.8444444444444444,2023-05-30 20:19:38.003560,2023-05-30 20:19:45.184199,0 days 00:00:07.180639,0.7922133453615401,0.4477111280815807,5,13,0.0417902967766614,0.266363698213481,50,136,COMPLETE
11,11,11,0.9111111111111112,2023-05-30 20:19:45.184780,2023-05-30 20:19:48.313137,0 days 00:00:03.128357,0.7930498410851694,0.4636185043678546,3,11,0.0464090970674197,0.3458725703499249,40,163,COMPLETE
12,12,12,0.8888888888888888,2023-05-30 20:19:48.313922,2023-05-30 20:19:52.744416,0 days 00:00:04.430494,0.1045460333376472,0.6071567726674638,5,10,0.0516343703428558,0.3471488984431409,40,165,COMPLETE
13,13,13,0.9333333333333332,2023-05-30 20:19:52.744821,2023-05-30 20:19:56.485397,0 days 00:00:03.740576,0.685254878202623,0.4929001027574059,3,11,0.0537836177425126,0.1522528904237853,50,179,COMPLETE
14,14,14,0.8444444444444444,2023-05-30 20:19:56.485813,2023-05-30 20:20:04.793312,0 days 00:00:08.307499,0.6996570352188909,0.4833999751564953,4,13,0.036629831732533,0.1556522773037232,50,177,COMPLETE
15,15,15,0.8666666666666667,2023-05-30 20:20:04.793982,2023-05-30 20:20:12.649680,0 days 00:00:07.855698,0.7064124790643772,0.4234541051393649,3,12,0.0259850687325592,0.2670210270344944,50,157,COMPLETE
16,16,16,0.8222222222222222,2023-05-30 20:20:12.650089,2023-05-30 20:20:22.046628,0 days 00:00:09.396539,0.7105155000147438,0.5182813310188388,5,14,0.0492295187372373,0.1628434341501514,50,180,COMPLETE
17,17,17,0.8444444444444444,2023-05-30 20:20:22.047093,2023-05-30 20:20:26.775442,0 days 00:00:04.728349,0.5164819104127026,0.4013844334826222,4,9,0.0383963659975076,0.2143746150041953,50,172,COMPLETE
18,18,18,0.9333333333333332,2023-05-30 20:20:26.776037,2023-05-30 20:20:32.492279,0 days 00:00:05.716242,0.6914101287241967,0.4940912651173194,4,12,0.032247245507925,0.2608385056549232,50,142,COMPLETE
19,19,19,0.8444444444444444,2023-05-30 20:20:32.492682,2023-05-30 20:20:41.556394,0 days 00:00:09.063712,0.7880639316286069,0.4323292220733351,3,13,0.0252442796279155,0.2776710771450719,50,171,COMPLETE
0,0,0,0.9111111111111112,2023-05-30 20:33:56.811498,2023-05-30 20:34:00.171513,0 days 00:00:03.360015,0.6040296641629905,0.4195038513787736,4,14,0.0906933822759986,0.1747257653394556,40,171,COMPLETE
1,1,1,0.9111111111111112,2023-05-30 20:34:00.172150,2023-05-30 20:34:07.389844,0 days 00:00:07.217694,0.2696678226628802,0.5520621202790221,5,12,0.0811561861969764,0.201930837225664,60,154,COMPLETE
2,2,2,0.8666666666666667,2023-05-30 20:34:07.390221,2023-05-30 20:34:11.625352,0 days 00:00:04.235131,0.7837451548027239,0.4342966077281152,3,15,0.0608492825078746,0.2133087216922784,50,178,COMPLETE
3,3,3,0.8444444444444444,2023-05-30 20:34:11.625994,2023-05-30 20:34:17.257061,0 days 00:00:05.631067,0.701743333667608,0.4676027205907547,5,14,0.0801035045646488,0.1886963587202406,50,167,COMPLETE
4,4,4,0.8222222222222222,2023-05-30 20:34:17.257457,2023-05-30 20:34:23.234037,0 days 00:00:05.976580,0.1720230496099544,0.5756935300633955,5,12,0.0333939595781574,0.2449803226766262,60,132,COMPLETE
5,5,5,0.7777777777777778,2023-05-30 20:34:23.234552,2023-05-30 20:34:25.570998,0 days 00:00:02.336446,0.2520619300336184,0.6719877540133736,4,5,0.0738220530978984,0.1972552636663334,40,154,COMPLETE
6,6,6,0.7555555555555555,2023-05-30 20:34:25.571384,2023-05-30 20:34:27.513393,0 days 00:00:01.942009,0.6806409314879159,0.4671625940550004,3,7,0.0540264099890293,0.1688206624235286,40,132,COMPLETE
7,7,7,0.7555555555555555,2023-05-30 20:34:27.513785,2023-05-30 20:34:30.106572,0 days 00:00:02.592787,0.1158104175516133,0.4806501474275959,4,6,0.074181330048845,0.216195693105876,60,172,COMPLETE
8,8,8,0.8444444444444444,2023-05-30 20:34:30.106955,2023-05-30 20:34:33.185832,0 days 00:00:03.078877,0.2038862719266093,0.3389927611407013,3,13,0.0335824709437528,0.1685815192402873,60,162,COMPLETE
9,9,9,0.8666666666666667,2023-05-30 20:34:33.186201,2023-05-30 20:34:35.657359,0 days 00:00:02.471158,0.1028843098500567,0.4252338375335652,4,12,0.0352426665442094,0.1678199335709075,40,132,COMPLETE
10,10,10,0.8666666666666667,2023-05-30 20:34:35.657728,2023-05-30 20:34:37.541582,0 days 00:00:01.883854,0.5273736398934387,0.3042194984915201,4,9,0.0934240503424178,0.2966417339573627,40,144,COMPLETE
11,11,11,0.8,2023-05-30 20:34:37.541969,2023-05-30 20:34:43.688614,0 days 00:00:06.146645,0.3733377487677777,0.5898386421712426,5,10,0.0987153476010908,0.1516387498279871,60,151,COMPLETE
12,12,12,0.8222222222222222,2023-05-30 20:34:43.689251,2023-05-30 20:34:48.937712,0 days 00:00:05.248461,0.4566702757339661,0.5445078179847613,5,11,0.0885647369958726,0.2401236949812917,40,157,COMPLETE
13,13,13,0.7111111111111111,2023-05-30 20:34:48.938092,2023-05-30 20:34:52.245845,0 days 00:00:03.307753,0.3102714420588312,0.3838761797775696,4,15,0.099840456976037,0.2827877869315637,60,143,COMPLETE
14,14,14,0.8666666666666667,2023-05-30 20:34:52.246248,2023-05-30 20:34:56.583688,0 days 00:00:04.337440,0.5566471089454641,0.5372515984147038,5,13,0.0880956866544788,0.3475970999642198,50,120,COMPLETE
15,15,15,0.8222222222222222,2023-05-30 20:34:56.584085,2023-05-30 20:34:59.466331,0 days 00:00:02.882246,0.3400111135948686,0.3754492402997587,4,10,0.0837877077296758,0.1954678882418624,40,178,COMPLETE
16,16,16,0.8444444444444444,2023-05-30 20:34:59.466738,2023-05-30 20:35:04.381759,0 days 00:00:04.915021,0.4199170739979644,0.5083560179646365,5,8,0.0758148120194249,0.2230615608825513,60,165,COMPLETE
17,17,17,0.8222222222222222,2023-05-30 20:35:04.382136,2023-05-30 20:35:09.686164,0 days 00:00:05.304028,0.2811086494445238,0.6406990010619775,3,13,0.0894754733523416,0.1865196706334542,60,171,COMPLETE
18,18,18,0.7777777777777778,2023-05-30 20:35:09.686605,2023-05-30 20:35:13.590253,0 days 00:00:03.903648,0.5010660412830391,0.6121095395477577,4,11,0.0669833461419679,0.1545786760947847,40,144,COMPLETE
19,19,19,0.9111111111111112,2023-05-30 20:35:13.590653,2023-05-30 20:35:24.010543,0 days 00:00:10.419890,0.5983870968929241,0.6991448563455073,5,14,0.0821866592430586,0.2262128643817956,50,159,COMPLETE
0,0,0,0.6739130434782609,2023-05-30 20:47:15.674509,2023-05-30 20:47:17.741062,0 days 00:00:02.066553,0.1764647975722708,0.4755593724031462,3,10,0.0854092511948681,0.2415180788988393,50,171,COMPLETE
1,1,1,0.7391304347826086,2023-05-30 20:47:17.741422,2023-05-30 20:47:20.359218,0 days 00:00:02.617796,0.5792752286146827,0.4550212219919494,3,12,0.076045377253546,0.3404207385787179,40,140,COMPLETE
2,2,2,0.6521739130434783,2023-05-30 20:47:20.359594,2023-05-30 20:47:23.137908,0 days 00:00:02.778314,0.550472878163431,0.4962796158527274,3,10,0.0922880459156837,0.3026600484915227,50,158,COMPLETE
3,3,3,0.8260869565217391,2023-05-30 20:47:23.138271,2023-05-30 20:47:32.495701,0 days 00:00:09.357430,0.6326238431219688,0.6683672876427211,5,10,0.0352537788141397,0.2943486342451511,40,178,COMPLETE
4,4,4,0.7391304347826086,2023-05-30 20:47:32.496101,2023-05-30 20:47:35.035108,0 days 00:00:02.539007,0.5907419167135863,0.3344942368173638,3,7,0.0490890285513364,0.2322845423133655,40,178,COMPLETE
5,5,5,0.7608695652173914,2023-05-30 20:47:35.035528,2023-05-30 20:47:39.902362,0 days 00:00:04.866834,0.1337157851960706,0.5423423755663681,5,13,0.0309367567615972,0.1900063142362457,60,153,COMPLETE
6,6,6,0.8043478260869565,2023-05-30 20:47:39.902733,2023-05-30 20:47:47.445214,0 days 00:00:07.542481,0.6520152796108728,0.5917848497576933,4,13,0.0530329197383652,0.1968085816419204,50,179,COMPLETE
7,7,7,0.6739130434782609,2023-05-30 20:47:47.445746,2023-05-30 20:47:51.717222,0 days 00:00:04.271476,0.7895927342655168,0.5995854097758606,4,9,0.0308844034962858,0.2207667240148695,60,141,COMPLETE
8,8,8,0.7608695652173914,2023-05-30 20:47:51.717598,2023-05-30 20:47:57.278998,0 days 00:00:05.561400,0.5643574495308173,0.5689247509754305,3,15,0.0352268187676845,0.2084496644823513,40,127,COMPLETE
9,9,9,0.9347826086956522,2023-05-30 20:47:57.279380,2023-05-30 20:48:02.215058,0 days 00:00:04.935678,0.577976038571099,0.3730856630765882,4,15,0.0368064167502642,0.1886660016045728,60,146,COMPLETE
10,10,10,0.6304347826086957,2023-05-30 20:48:02.215496,2023-05-30 20:48:03.988357,0 days 00:00:01.772861,0.3530456144895093,0.3179079835896676,4,5,0.0644605933233919,0.1531288500935629,60,125,COMPLETE
11,11,11,0.8695652173913043,2023-05-30 20:48:03.988742,2023-05-30 20:48:14.318341,0 days 00:00:10.329599,0.3912419559107407,0.6838843329810894,5,15,0.0427023123961166,0.2760653594408788,40,161,COMPLETE
12,12,12,0.782608695652174,2023-05-30 20:48:14.318762,2023-05-30 20:48:23.465379,0 days 00:00:09.146617,0.396191456941529,0.6697158201778255,5,15,0.0457509814043965,0.2658481316601101,60,164,COMPLETE
13,13,13,0.9130434782608696,2023-05-30 20:48:23.465766,2023-05-30 20:48:33.790052,0 days 00:00:10.324286,0.4492692742989597,0.4051299452330772,5,15,0.0255982251761594,0.2594255898189152,60,144,COMPLETE
14,14,14,0.782608695652174,2023-05-30 20:48:33.790433,2023-05-30 20:48:40.171450,0 days 00:00:06.381017,0.4696574649100706,0.3968639974607698,4,13,0.02505476233448,0.2527256574433812,60,144,COMPLETE
15,15,15,0.7608695652173914,2023-05-30 20:48:40.171899,2023-05-30 20:48:45.452147,0 days 00:00:05.280248,0.3162851293215293,0.4194404858086699,4,12,0.0265447005932553,0.174749427619433,60,148,COMPLETE
16,16,16,0.8260869565217391,2023-05-30 20:48:45.452522,2023-05-30 20:48:50.952192,0 days 00:00:05.499670,0.4817783250301753,0.3748782179204624,5,14,0.0412188122699676,0.2229544560331999,60,133,COMPLETE
17,17,17,0.8260869565217391,2023-05-30 20:48:50.952589,2023-05-30 20:48:53.526640,0 days 00:00:02.574051,0.2890314041989391,0.4323608562814048,4,8,0.0566504915066154,0.1666557345836979,60,134,COMPLETE
18,18,18,0.8478260869565217,2023-05-30 20:48:53.527017,2023-05-30 20:48:58.779151,0 days 00:00:05.252134,0.4783751591139966,0.367108866622001,5,12,0.0368229053944289,0.1943158451090667,60,152,COMPLETE
19,19,19,0.8260869565217391,2023-05-30 20:48:58.779543,2023-05-30 20:49:01.634832,0 days 00:00:02.855289,0.7072075794374778,0.3507606073896626,4,14,0.0420873741920058,0.2469108529507297,60,135,COMPLETE
0,0,0,0.8,2023-05-30 20:59:43.416996,2023-05-30 20:59:48.183423,0 days 00:00:04.766427,0.4449374348743502,0.4925695566316652,5,9,0.0726385339102695,0.1997843399783441,50,170,COMPLETE
1,1,1,0.8,2023-05-30 20:59:48.183795,2023-05-30 20:59:52.221560,0 days 00:00:04.037765,0.7620298827779673,0.4943224779651026,5,10,0.0582379293324956,0.3335170573599998,40,172,COMPLETE
2,2,2,0.8444444444444444,2023-05-30 20:59:52.221940,2023-05-30 20:59:54.793850,0 days 00:00:02.571910,0.5394402855474655,0.4371574499818211,5,8,0.0382816878524401,0.1599136664557669,50,135,COMPLETE
3,3,3,0.7777777777777778,2023-05-30 20:59:54.794219,2023-05-30 20:59:58.424727,0 days 00:00:03.630508,0.675464065093289,0.5612374224015869,5,7,0.0799022213982526,0.1718888081732628,40,167,COMPLETE
4,4,4,0.7777777777777778,2023-05-30 20:59:58.425095,2023-05-30 21:00:00.616216,0 days 00:00:02.191121,0.472496027655873,0.4240824813163722,4,5,0.0922198761854698,0.2933111134220113,40,159,COMPLETE
5,5,5,0.8222222222222222,2023-05-30 21:00:00.616593,2023-05-30 21:00:04.367738,0 days 00:00:03.751145,0.406875875191826,0.4239134999122591,5,9,0.0597458884042908,0.3079985584335506,40,131,COMPLETE
6,6,6,0.7555555555555555,2023-05-30 21:00:04.368124,2023-05-30 21:00:07.221460,0 days 00:00:02.853336,0.7746015949304504,0.566045527130569,3,7,0.0371739302317191,0.2423760315070493,60,157,COMPLETE
7,7,7,0.7777777777777778,2023-05-30 21:00:07.221846,2023-05-30 21:00:09.652319,0 days 00:00:02.430473,0.4976370535535959,0.5673190924348885,3,6,0.0875274677159782,0.2809438224693577,40,143,COMPLETE
8,8,8,0.8222222222222222,2023-05-30 21:00:09.652699,2023-05-30 21:00:13.774912,0 days 00:00:04.122213,0.5609779455507545,0.5216812512996242,5,8,0.0666394385614602,0.1961375564850635,60,125,COMPLETE
9,9,9,0.8444444444444444,2023-05-30 21:00:13.775299,2023-05-30 21:00:17.414421,0 days 00:00:03.639122,0.320373767081763,0.394897254541378,5,12,0.0964887591810587,0.3227865272032603,40,120,COMPLETE
10,10,10,0.8666666666666667,2023-05-30 21:00:17.414795,2023-05-30 21:00:21.773279,0 days 00:00:04.358484,0.1454917557735794,0.3016566542497458,4,15,0.0285916132787674,0.1622476043183784,50,141,COMPLETE
11,11,11,0.8444444444444444,2023-05-30 21:00:21.773664,2023-05-30 21:00:24.904484,0 days 00:00:03.130820,0.1201505599653095,0.3119615974759159,4,15,0.026424039773807,0.1528651288510302,50,138,COMPLETE
12,12,12,0.8444444444444444,2023-05-30 21:00:24.904893,2023-05-30 21:00:28.840747,0 days 00:00:03.935854,0.114954216023752,0.699080681568253,4,13,0.0423742607751383,0.1684379969655988,50,146,COMPLETE
13,13,13,0.8222222222222222,2023-05-30 21:00:28.841129,2023-05-30 21:00:33.990600,0 days 00:00:05.149471,0.2914919182912512,0.3012308214132423,4,12,0.0255612175975816,0.2134081853264259,50,135,COMPLETE
14,14,14,0.7777777777777778,2023-05-30 21:00:33.990969,2023-05-30 21:00:37.727425,0 days 00:00:03.736456,0.6002306470302025,0.355916938870974,3,15,0.0438186018071628,0.1505579650270512,50,151,COMPLETE
15,15,15,0.8444444444444444,2023-05-30 21:00:37.727798,2023-05-30 21:00:41.903312,0 days 00:00:04.175514,0.2147835932564098,0.347955787035474,4,11,0.050907596554453,0.229745422953447,50,180,COMPLETE
16,16,16,0.8222222222222222,2023-05-30 21:00:41.903684,2023-05-30 21:00:44.999985,0 days 00:00:03.096301,0.355390955746355,0.3736409310306126,4,14,0.0380540607511808,0.1849953948040585,50,130,COMPLETE
17,17,17,0.8222222222222222,2023-05-30 21:00:45.000356,2023-05-30 21:00:47.611137,0 days 00:00:02.610781,0.2398659839301937,0.3044485774666483,3,10,0.0326071830746817,0.2137934755287261,50,141,COMPLETE
18,18,18,0.7555555555555555,2023-05-30 21:00:47.611530,2023-05-30 21:00:50.245617,0 days 00:00:02.634087,0.3733787971363041,0.4251652881913563,4,5,0.0493260437623064,0.1766262519145398,60,150,COMPLETE
19,19,19,0.8666666666666667,2023-05-30 21:00:50.246292,2023-05-30 21:00:56.324355,0 days 00:00:06.078063,0.5237181482736408,0.3541921537424402,5,13,0.0326221394658389,0.2722379067320902,50,135,COMPLETE
0,0,0,0.6739130434782609,2023-05-31 02:00:44.990734,2023-05-31 02:00:48.168727,0 days 00:00:03.177993,0.5480057458775813,0.5722923786042953,4,11,0.0632652977508801,0.1755447000622562,40,122,COMPLETE
1,1,1,0.6956521739130435,2023-05-31 02:00:48.169108,2023-05-31 02:00:52.337569,0 days 00:00:04.168461,0.710176456321888,0.3892945167555688,5,8,0.0994718215408225,0.2471822072917505,60,168,COMPLETE
2,2,2,0.7391304347826086,2023-05-31 02:00:52.337932,2023-05-31 02:00:55.610885,0 days 00:00:03.272953,0.4086583557484842,0.363573326755872,5,9,0.0879407703030113,0.1536771276792443,40,127,COMPLETE
3,3,3,0.7608695652173914,2023-05-31 02:00:55.611257,2023-05-31 02:01:00.541028,0 days 00:00:04.929771,0.4341404193717724,0.5664851434049831,3,13,0.0660553418314341,0.2653640652135266,60,161,COMPLETE
4,4,4,0.6739130434782609,2023-05-31 02:01:00.541415,2023-05-31 02:01:07.085306,0 days 00:00:06.543891,0.3710688904817992,0.5554185258255215,5,14,0.0552550746696471,0.2856479649814656,50,175,COMPLETE
5,5,5,0.6956521739130435,2023-05-31 02:01:07.085865,2023-05-31 02:01:12.389500,0 days 00:00:05.303635,0.4675023511484532,0.5587573011719817,5,8,0.0602193364537071,0.3140981096749151,40,175,COMPLETE
6,6,6,0.6956521739130435,2023-05-31 02:01:12.389864,2023-05-31 02:01:17.800717,0 days 00:00:05.410853,0.1525975524515348,0.6297932025959534,4,15,0.0787802762907913,0.2256699705486744,40,146,COMPLETE
7,7,7,0.8043478260869565,2023-05-31 02:01:17.801113,2023-05-31 02:01:23.494021,0 days 00:00:05.692908,0.6583381389045766,0.6943706181664899,3,9,0.0547265307091997,0.3420666484053336,40,167,COMPLETE
8,8,8,0.6739130434782609,2023-05-31 02:01:23.494405,2023-05-31 02:01:26.343154,0 days 00:00:02.848749,0.1198020552133907,0.4516719980423103,5,10,0.0734738684537739,0.1528292951335896,50,162,COMPLETE
9,9,9,0.782608695652174,2023-05-31 02:01:26.343571,2023-05-31 02:01:32.362383,0 days 00:00:06.018812,0.7156583231738091,0.3950698368332599,5,10,0.0384319031702667,0.2503447724451046,50,176,COMPLETE
10,10,10,0.6739130434782609,2023-05-31 02:01:32.362779,2023-05-31 02:01:35.050516,0 days 00:00:02.687737,0.7796256296840515,0.6953331997796938,3,6,0.0253196582580178,0.3480714034503939,40,147,COMPLETE
11,11,11,0.717391304347826,2023-05-31 02:01:35.050897,2023-05-31 02:01:37.161818,0 days 00:00:02.110921,0.6617461292964875,0.3147959693843603,3,5,0.0451371616847967,0.3369942619018735,50,178,COMPLETE
12,12,12,0.782608695652174,2023-05-31 02:01:37.162194,2023-05-31 02:01:42.104412,0 days 00:00:04.942218,0.6448763356759954,0.4676938201705414,4,12,0.0425537416348408,0.3064052515349791,50,158,COMPLETE
13,13,13,0.717391304347826,2023-05-31 02:01:42.104790,2023-05-31 02:01:45.849236,0 days 00:00:03.744446,0.7999713799119644,0.6961691696997572,3,7,0.0396517194851743,0.2201436295401151,50,168,COMPLETE
14,14,14,0.6304347826086957,2023-05-31 02:01:45.849629,2023-05-31 02:01:49.789505,0 days 00:00:03.939876,0.5656310247134203,0.4309289428553184,4,10,0.0521205905381786,0.2912008689199136,60,136,COMPLETE
15,15,15,0.717391304347826,2023-05-31 02:01:49.789903,2023-05-31 02:01:55.593607,0 days 00:00:05.803704,0.7123317190712725,0.5101787799280063,4,11,0.0294500690236273,0.3267488052743325,40,154,COMPLETE
16,16,16,0.8043478260869565,2023-05-31 02:01:55.593986,2023-05-31 02:01:59.278445,0 days 00:00:03.684459,0.6022207273848481,0.4963349523428321,3,9,0.0339169192992539,0.3485985198132383,50,169,COMPLETE
17,17,17,0.717391304347826,2023-05-31 02:01:59.278827,2023-05-31 02:02:04.395622,0 days 00:00:05.116795,0.5701023633848518,0.6244609863530992,3,8,0.0322041765965638,0.3489320082818977,50,167,COMPLETE
18,18,18,0.6521739130434783,2023-05-31 02:02:04.396001,2023-05-31 02:02:06.645324,0 days 00:00:02.249323,0.6135691538424297,0.491847017973448,3,7,0.05017692343984,0.3236793351999072,40,142,COMPLETE
19,19,19,0.782608695652174,2023-05-31 02:02:06.645713,2023-05-31 02:02:11.259606,0 days 00:00:04.613893,0.5000664054793983,0.5075753150614191,3,9,0.0336124741961745,0.3048075017209899,60,154,COMPLETE
0,0,0,0.7391304347826086,2023-05-31 02:15:53.021231,2023-05-31 02:15:55.597274,0 days 00:00:02.576043,0.1268132210975854,0.4600986698912818,4,13,0.0948405729424583,0.2115190992450887,60,156,COMPLETE
1,1,1,0.7391304347826086,2023-05-31 02:15:55.597636,2023-05-31 02:15:57.346323,0 days 00:00:01.748687,0.4474863028871939,0.3628686109375903,5,5,0.0932371471277876,0.170607570007536,60,122,COMPLETE
2,2,2,0.9565217391304348,2023-05-31 02:15:57.346689,2023-05-31 02:16:10.094041,0 days 00:00:12.747352,0.6501928729490873,0.6600659889672419,4,14,0.0312169027690013,0.3242782311123388,60,145,COMPLETE
3,3,3,0.782608695652174,2023-05-31 02:16:10.094411,2023-05-31 02:16:11.669713,0 days 00:00:01.575302,0.1137613964953266,0.4788219789372571,3,7,0.0702282266629654,0.2638533576339359,60,134,COMPLETE
4,4,4,0.8913043478260869,2023-05-31 02:16:11.670075,2023-05-31 02:16:16.987162,0 days 00:00:05.317087,0.6551981332148422,0.3208493817178536,4,12,0.0354753854230976,0.1713420396198011,60,176,COMPLETE
5,5,5,0.8478260869565217,2023-05-31 02:16:16.987558,2023-05-31 02:16:21.357400,0 days 00:00:04.369842,0.2781265776246696,0.4573955322958754,5,14,0.090995195293289,0.1733905636650553,40,178,COMPLETE
6,6,6,0.8478260869565217,2023-05-31 02:16:21.357763,2023-05-31 02:16:29.057815,0 days 00:00:07.700052,0.6915933760721121,0.618138605814193,4,11,0.0373393152897579,0.2366477068341323,50,167,COMPLETE
7,7,7,0.7608695652173914,2023-05-31 02:16:29.058183,2023-05-31 02:16:33.069610,0 days 00:00:04.011427,0.3399990825448728,0.6497177219656727,3,12,0.0896698685296995,0.2612434960622667,40,169,COMPLETE
8,8,8,0.7608695652173914,2023-05-31 02:16:33.069973,2023-05-31 02:16:35.805325,0 days 00:00:02.735352,0.6128467402038007,0.3804964834909626,3,6,0.0258672916829301,0.2859815606962081,50,137,COMPLETE
9,9,9,0.8695652173913043,2023-05-31 02:16:35.805685,2023-05-31 02:16:38.463327,0 days 00:00:02.657642,0.5946429711660737,0.5777437065273001,3,6,0.0476630570078173,0.3254914844326233,40,141,COMPLETE
10,10,10,0.9347826086956522,2023-05-31 02:16:38.463690,2023-05-31 02:16:47.238664,0 days 00:00:08.774974,0.779824028613671,0.698383667290129,5,15,0.0557584852745234,0.3489941176220619,60,154,COMPLETE
11,11,11,0.9565217391304348,2023-05-31 02:16:47.239040,2023-05-31 02:16:59.391469,0 days 00:00:12.152429,0.7972376136568289,0.6916341231726962,5,15,0.0542490001258926,0.3480450949811809,60,154,COMPLETE
12,12,12,0.8478260869565217,2023-05-31 02:16:59.391846,2023-05-31 02:17:03.712359,0 days 00:00:04.320513,0.7973348622416085,0.6983194523434969,5,9,0.0623053896690321,0.3152291388407528,60,147,COMPLETE
13,13,13,0.9347826086956522,2023-05-31 02:17:03.712729,2023-05-31 02:17:13.913995,0 days 00:00:10.201266,0.5406451193317476,0.5694730339832981,4,15,0.0470305803844303,0.3463825495196138,60,161,COMPLETE
14,14,14,0.8695652173913043,2023-05-31 02:17:13.914374,2023-05-31 02:17:19.562438,0 days 00:00:05.648064,0.7260561649029209,0.632803028138494,4,9,0.0256729468524243,0.3046419237793453,60,147,COMPLETE
15,15,15,0.8043478260869565,2023-05-31 02:17:19.562811,2023-05-31 02:17:24.984827,0 days 00:00:05.422016,0.717119042141436,0.5585072481939747,5,14,0.0715093681357699,0.2936645368159206,50,129,COMPLETE
16,16,16,0.8478260869565217,2023-05-31 02:17:24.985254,2023-05-31 02:17:33.296927,0 days 00:00:08.311673,0.7962764459748879,0.6684534341875266,4,13,0.04002104383906,0.3269903246212719,60,144,COMPLETE
17,17,17,0.9130434782608696,2023-05-31 02:17:33.297302,2023-05-31 02:17:41.109266,0 days 00:00:07.811964,0.5103181211904698,0.6127260658399256,5,10,0.0509030614600108,0.3378243231034344,60,160,COMPLETE
18,18,18,0.9130434782608696,2023-05-31 02:17:41.109661,2023-05-31 02:17:51.797739,0 days 00:00:10.688078,0.6497911388006994,0.526631938058623,4,15,0.0319051982176056,0.3089807255292743,50,152,COMPLETE
19,19,19,0.8913043478260869,2023-05-31 02:17:51.798128,2023-05-31 02:17:58.793705,0 days 00:00:06.995577,0.7182610982843718,0.6650782317720495,5,13,0.0415795163764282,0.3293569893106022,40,131,COMPLETE
0,0,0,0.6888888888888889,2023-05-31 02:30:43.860385,2023-05-31 02:30:47.041503,0 days 00:00:03.181118,0.2382622991215306,0.6564328824560252,5,5,0.0378330799821807,0.2939744723372717,50,161,COMPLETE
1,1,1,0.6888888888888889,2023-05-31 02:30:47.041866,2023-05-31 02:30:50.366191,0 days 00:00:03.324325,0.6829549659346384,0.4820068402460142,4,6,0.0512390449416942,0.1816217616088038,60,178,COMPLETE
2,2,2,0.7333333333333333,2023-05-31 02:30:50.366576,2023-05-31 02:30:52.281892,0 days 00:00:01.915316,0.3109463275745182,0.5877099750451771,3,7,0.0492031129296359,0.277556218510519,40,134,COMPLETE
3,3,3,0.8222222222222222,2023-05-31 02:30:52.282254,2023-05-31 02:30:56.982043,0 days 00:00:04.699789,0.3089733669767704,0.5069738832128199,3,13,0.0358762817358954,0.3248078840873261,40,137,COMPLETE
4,4,4,0.7111111111111111,2023-05-31 02:30:56.982418,2023-05-31 02:30:59.301784,0 days 00:00:02.319366,0.504509034769916,0.338946633640087,5,5,0.0736893182854394,0.2831166000833497,50,160,COMPLETE
5,5,5,0.7333333333333333,2023-05-31 02:30:59.302148,2023-05-31 02:31:05.978233,0 days 00:00:06.676085,0.4075052501965208,0.3818790510293737,3,15,0.0486695260728921,0.2780993760902768,60,153,COMPLETE
6,6,6,0.6222222222222222,2023-05-31 02:31:05.978612,2023-05-31 02:31:12.070507,0 days 00:00:06.091895,0.3319524423644729,0.3128229441511231,3,13,0.0397915992625924,0.1896210168377768,60,159,COMPLETE
7,7,7,0.7111111111111111,2023-05-31 02:31:12.070884,2023-05-31 02:31:15.243306,0 days 00:00:03.172422,0.4657916297232709,0.4545623019008123,3,11,0.0872982677374549,0.2291015460766171,60,180,COMPLETE
