,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_cross_ind_prob,params_cross_prob,params_cv,params_max_features,params_muta_ind_prob,params_muta_prob,params_n_gens,params_n_population,state
8,8,8,0.7111111111111111,2023-05-31 02:31:15.243689,2023-05-31 02:31:17.401924,0 days 00:00:02.158235,0.1164675885841208,0.5175248039683165,3,13,0.0989290818837218,0.2665118965817749,50,153,COMPLETE
9,9,9,0.6666666666666666,2023-05-31 02:31:17.402296,2023-05-31 02:31:20.539966,0 days 00:00:03.137670,0.4401364554659958,0.4042778452212285,4,10,0.0453274077296761,0.2849903207435801,50,131,COMPLETE
10,10,10,0.6666666666666666,2023-05-31 02:31:20.540337,2023-05-31 02:31:23.175983,0 days 00:00:02.635646,0.102017464218966,0.5490991381229201,4,9,0.0315054347692203,0.3466557997456553,40,125,COMPLETE
11,11,11,0.6888888888888889,2023-05-31 02:31:23.176362,2023-05-31 02:31:25.558073,0 days 00:00:02.381711,0.2685766529866562,0.5919196758449111,3,7,0.0582193812978735,0.3290130073028974,40,135,COMPLETE
12,12,12,0.8,2023-05-31 02:31:25.558453,2023-05-31 02:31:28.749878,0 days 00:00:03.191425,0.2451076738493516,0.5920577175236054,3,8,0.0258308734914051,0.3154709158943619,40,141,COMPLETE
13,13,13,0.7555555555555555,2023-05-31 02:31:28.750262,2023-05-31 02:31:34.230261,0 days 00:00:05.479999,0.1988539417974273,0.659017162030754,4,9,0.025664233178205,0.315041590443019,40,143,COMPLETE
14,14,14,0.7333333333333333,2023-05-31 02:31:34.230641,2023-05-31 02:31:41.413261,0 days 00:00:07.182620,0.3527221020808058,0.69389689878765,3,12,0.0283577416399045,0.3197381407852095,40,143,COMPLETE
15,15,15,0.8888888888888888,2023-05-31 02:31:41.413642,2023-05-31 02:31:46.206263,0 days 00:00:04.792621,0.2030178743964036,0.5299113808687586,4,15,0.0356984157093449,0.3462570755278915,40,120,COMPLETE
16,16,16,0.8666666666666667,2023-05-31 02:31:46.206640,2023-05-31 02:31:51.518117,0 days 00:00:05.311477,0.1793808575214835,0.4514578150865518,5,15,0.0369231322243238,0.3498600959088961,40,121,COMPLETE
17,17,17,0.7333333333333333,2023-05-31 02:31:51.518504,2023-05-31 02:31:54.824174,0 days 00:00:03.305670,0.1801147517451607,0.4503445242159424,5,15,0.0605866293057252,0.3441746402276706,40,122,COMPLETE
18,18,18,0.8,2023-05-31 02:31:54.824567,2023-05-31 02:32:00.590049,0 days 00:00:05.765482,0.1425125910401966,0.4278520007890185,5,15,0.0406993431315298,0.3449092167437303,40,120,COMPLETE
19,19,19,0.8222222222222222,2023-05-31 02:32:00.590425,2023-05-31 02:32:05.416554,0 days 00:00:04.826129,0.1643274818881307,0.489821126622838,4,14,0.034059833002543,0.30394769869365,40,127,COMPLETE
0,0,0,0.8222222222222222,2023-05-30 21:14:23.551830,2023-05-30 21:14:26.796796,0 days 00:00:03.244966,0.208250885441168,0.4914026276601294,5,8,0.0985923884209865,0.2869244449575676,50,155,COMPLETE
1,1,1,0.8,2023-05-30 21:14:26.797186,2023-05-30 21:14:29.927532,0 days 00:00:03.130346,0.130716895863914,0.6171068937942905,5,5,0.0442217700648028,0.2895674262371032,50,177,COMPLETE
2,2,2,0.8666666666666667,2023-05-30 21:14:29.927895,2023-05-30 21:14:34.004020,0 days 00:00:04.076125,0.7041473972065321,0.6022699931286144,5,9,0.0562661671352473,0.2045034373080679,40,160,COMPLETE
3,3,3,0.7555555555555555,2023-05-30 21:14:34.004405,2023-05-30 21:14:36.706677,0 days 00:00:02.702272,0.5075159521780339,0.4697822136995202,3,8,0.0753766287466091,0.2869455034353599,50,127,COMPLETE
4,4,4,0.8444444444444444,2023-05-30 21:14:36.707046,2023-05-30 21:14:46.203191,0 days 00:00:09.496145,0.3169193512441771,0.4415629735168499,4,14,0.0400597672806612,0.2146936970346801,60,168,COMPLETE
5,5,5,0.8,2023-05-30 21:14:46.203588,2023-05-30 21:14:48.129686,0 days 00:00:01.926098,0.7661159631860704,0.6816567002793659,3,5,0.0965726378005649,0.1677428241550628,60,132,COMPLETE
6,6,6,0.9111111111111112,2023-05-30 21:14:48.130056,2023-05-30 21:14:58.313421,0 days 00:00:10.183365,0.4486646375550359,0.5787571758537278,3,11,0.0262279985421774,0.2913108197679266,50,179,COMPLETE
7,7,7,0.8444444444444444,2023-05-30 21:14:58.313835,2023-05-30 21:15:06.192522,0 days 00:00:07.878687,0.2385851106675597,0.6856329716556694,5,13,0.0705268874051905,0.3010388812410256,60,167,COMPLETE
8,8,8,0.8888888888888888,2023-05-30 21:15:06.192902,2023-05-30 21:15:10.058726,0 days 00:00:03.865824,0.775982239953644,0.440452495937413,3,10,0.0284430315028402,0.2553804482106583,50,135,COMPLETE
9,9,9,0.8,2023-05-30 21:15:10.059092,2023-05-30 21:15:13.037172,0 days 00:00:02.978080,0.6653973140063607,0.504487621741603,4,9,0.0625238857918038,0.3123837754345044,60,134,COMPLETE
10,10,10,0.8888888888888888,2023-05-30 21:15:13.037557,2023-05-30 21:15:17.257758,0 days 00:00:04.220201,0.4459395267880692,0.3140328532517782,3,12,0.0265886637498277,0.3352731217477411,40,147,COMPLETE
11,11,11,0.8666666666666667,2023-05-30 21:15:17.258200,2023-05-30 21:15:21.230640,0 days 00:00:03.972440,0.5780756906764302,0.3933945091767732,3,11,0.0276136758768676,0.2522966861333324,50,144,COMPLETE
12,12,12,0.9111111111111112,2023-05-30 21:15:21.231024,2023-05-30 21:15:25.903518,0 days 00:00:04.672494,0.7993878128761076,0.5323466820985823,4,15,0.0346227225487849,0.2579206212164772,50,120,COMPLETE
13,13,13,0.9333333333333332,2023-05-30 21:15:25.903903,2023-05-30 21:15:32.435454,0 days 00:00:06.531551,0.4095383792927622,0.5515699067626236,4,15,0.0394731461270957,0.3439847553245895,50,121,COMPLETE
14,14,14,0.8666666666666667,2023-05-30 21:15:32.435880,2023-05-30 21:15:40.455124,0 days 00:00:08.019244,0.3725670643217677,0.5702611169481808,4,15,0.0429548357308481,0.3491039956438344,50,142,COMPLETE
15,15,15,0.8888888888888888,2023-05-30 21:15:40.455525,2023-05-30 21:15:47.926697,0 days 00:00:07.471172,0.4356957485651984,0.5538370316795542,4,13,0.0481464277410238,0.326352859376749,50,180,COMPLETE
16,16,16,0.9111111111111112,2023-05-30 21:15:47.927364,2023-05-30 21:15:53.758156,0 days 00:00:05.830792,0.5426242061671976,0.617430813396785,3,12,0.0342263514306501,0.3237916909842929,40,121,COMPLETE
17,17,17,0.8,2023-05-30 21:15:53.758542,2023-05-30 21:15:57.215987,0 days 00:00:03.457445,0.36229921947404,0.5409324223068515,4,7,0.0501142095203468,0.338548995399437,50,171,COMPLETE
18,18,18,0.8666666666666667,2023-05-30 21:15:57.216385,2023-05-30 21:16:06.601879,0 days 00:00:09.385494,0.4887170594882095,0.591145269174946,4,11,0.0358110707331872,0.3495664392949817,50,157,COMPLETE
19,19,19,0.9333333333333332,2023-05-30 21:16:06.602260,2023-05-30 21:16:15.237780,0 days 00:00:08.635520,0.5885097370856062,0.6462041656979228,3,14,0.0366468726386759,0.3147622743530075,40,152,COMPLETE
0,0,0,0.8695652173913043,2023-05-30 21:27:24.754369,2023-05-30 21:27:27.222776,0 days 00:00:02.468407,0.2350773272697046,0.4683618474138503,4,12,0.062232127367136,0.24100499706249,40,141,COMPLETE
1,1,1,0.8260869565217391,2023-05-30 21:27:27.223141,2023-05-30 21:27:35.736374,0 days 00:00:08.513233,0.4960570433262584,0.6993082646034657,4,11,0.0542443082845656,0.2516266752002831,40,169,COMPLETE
2,2,2,0.9130434782608696,2023-05-30 21:27:35.736746,2023-05-30 21:27:45.026040,0 days 00:00:09.289294,0.5526843674704826,0.6274029116700786,5,14,0.0985444378639059,0.2580066757330696,60,161,COMPLETE
3,3,3,0.8695652173913043,2023-05-30 21:27:45.026449,2023-05-30 21:27:47.305736,0 days 00:00:02.279287,0.6240321404897178,0.5349610220176484,3,10,0.0771169568707702,0.2242165779618214,60,129,COMPLETE
4,4,4,0.8260869565217391,2023-05-30 21:27:47.306103,2023-05-30 21:27:49.521232,0 days 00:00:02.215129,0.4707228624401942,0.394126610558753,3,5,0.0757275521964212,0.2501200558088265,60,176,COMPLETE
5,5,5,0.8695652173913043,2023-05-30 21:27:49.521758,2023-05-30 21:27:52.248090,0 days 00:00:02.726332,0.3194273432159831,0.3406266780906617,4,14,0.0535968474203659,0.1547053003954821,40,124,COMPLETE
6,6,6,0.8695652173913043,2023-05-30 21:27:52.248747,2023-05-30 21:27:55.694387,0 days 00:00:03.445640,0.3257486866905701,0.3954451477373271,3,12,0.0878333043233594,0.3490677086288333,40,177,COMPLETE
7,7,7,0.8260869565217391,2023-05-30 21:27:55.694753,2023-05-30 21:27:57.833275,0 days 00:00:02.138522,0.5874611828706635,0.3702825264047066,4,8,0.0929583141164501,0.2023782761615428,40,130,COMPLETE
8,8,8,0.8478260869565217,2023-05-30 21:27:57.833644,2023-05-30 21:28:02.537109,0 days 00:00:04.703465,0.2878173301891821,0.6797639544868994,4,6,0.0864237367002276,0.3004694680535958,60,177,COMPLETE
9,9,9,0.8260869565217391,2023-05-30 21:28:02.537485,2023-05-30 21:28:05.431349,0 days 00:00:02.893864,0.5380840032068878,0.3378408903051883,5,6,0.0577539432661635,0.2721806949890856,50,172,COMPLETE
10,10,10,0.8260869565217391,2023-05-30 21:28:05.431737,2023-05-30 21:28:19.175841,0 days 00:00:13.744104,0.7865371563577486,0.6016887516927166,5,15,0.0349582930879257,0.2913863213003388,50,159,COMPLETE
11,11,11,0.8478260869565217,2023-05-30 21:28:19.176483,2023-05-30 21:28:22.271937,0 days 00:00:03.095454,0.1007482606608992,0.4919305321070223,5,13,0.0710896439433984,0.2170636447512508,60,141,COMPLETE
12,12,12,0.8260869565217391,2023-05-30 21:28:22.272324,2023-05-30 21:28:24.548980,0 days 00:00:02.276656,0.1198195590039374,0.4767084713949653,5,10,0.0975654643617929,0.1835443282703085,40,149,COMPLETE
13,13,13,0.8478260869565217,2023-05-30 21:28:24.549403,2023-05-30 21:28:29.904841,0 days 00:00:05.355438,0.3829543867379188,0.6003823782294488,4,13,0.0649392173646925,0.2457923536035409,60,161,COMPLETE
14,14,14,0.9347826086956522,2023-05-30 21:28:29.905214,2023-05-30 21:28:32.742920,0 days 00:00:02.837706,0.219344613431921,0.4471319771885949,5,15,0.0827407590389066,0.2769670208245612,50,142,COMPLETE
15,15,15,0.8913043478260869,2023-05-30 21:28:32.743292,2023-05-30 21:28:40.114580,0 days 00:00:07.371288,0.4085693929435472,0.5454038416412957,5,15,0.0993921092254602,0.2814162397246348,50,153,COMPLETE
16,16,16,0.8913043478260869,2023-05-30 21:28:40.115127,2023-05-30 21:28:44.132398,0 days 00:00:04.017271,0.1967513890927896,0.4284913186602463,5,15,0.0858348902774392,0.3167565991245423,50,141,COMPLETE
17,17,17,0.8478260869565217,2023-05-30 21:28:44.132793,2023-05-30 21:28:47.821164,0 days 00:00:03.688371,0.4212337723042827,0.3111558874161804,5,14,0.0995696925179922,0.2657160049661093,50,164,COMPLETE
18,18,18,0.8695652173913043,2023-05-30 21:28:47.821543,2023-05-30 21:28:50.898536,0 days 00:00:03.076993,0.2048449568938317,0.4415282829053323,5,9,0.0814430374678373,0.3111137318395012,50,150,COMPLETE
19,19,19,0.9130434782608696,2023-05-30 21:28:50.898939,2023-05-30 21:28:55.336914,0 days 00:00:04.437975,0.652226002633787,0.5261853802431785,5,13,0.0915097347361704,0.2711522457188154,60,136,COMPLETE
0,0,0,0.8666666666666667,2023-05-30 21:41:17.938832,2023-05-30 21:41:26.571427,0 days 00:00:08.632595,0.7531029579861345,0.6681953953875,5,12,0.0890430401568756,0.2664279802304659,60,169,COMPLETE
1,1,1,0.7777777777777778,2023-05-30 21:41:26.571803,2023-05-30 21:41:30.631601,0 days 00:00:04.059798,0.7840660342702825,0.4109355645641354,5,10,0.0700951022076928,0.3194693939199053,40,174,COMPLETE
2,2,2,0.9333333333333332,2023-05-30 21:41:30.631972,2023-05-30 21:41:38.387658,0 days 00:00:07.755686,0.5950228444369274,0.6204129070833102,4,15,0.0637916982215947,0.3014404991107953,40,174,COMPLETE
3,3,3,0.8,2023-05-30 21:41:38.388077,2023-05-30 21:41:43.009295,0 days 00:00:04.621218,0.628058884908414,0.6925251239483542,4,14,0.0738169228569132,0.2647820529243646,50,125,COMPLETE
4,4,4,0.8,2023-05-30 21:41:43.009704,2023-05-30 21:41:46.525775,0 days 00:00:03.516071,0.5778046126435705,0.4862813268609974,4,14,0.0915411313562357,0.2838764863549442,40,122,COMPLETE
5,5,5,0.7111111111111111,2023-05-30 21:41:46.526140,2023-05-30 21:41:48.740676,0 days 00:00:02.214536,0.2501476858277874,0.3676594971378337,4,7,0.0735777103950549,0.2878021593709835,50,156,COMPLETE
6,6,6,0.8888888888888888,2023-05-30 21:41:48.741068,2023-05-30 21:41:52.710337,0 days 00:00:03.969269,0.5729703696059593,0.6473728059205858,3,14,0.098385087025651,0.3105795839482343,50,131,COMPLETE
7,7,7,0.8444444444444444,2023-05-30 21:41:52.710715,2023-05-30 21:41:54.789996,0 days 00:00:02.079281,0.136927983551142,0.3306256027259692,5,10,0.0310904683442351,0.1895371277772075,40,125,COMPLETE
8,8,8,0.8,2023-05-30 21:41:54.790362,2023-05-30 21:41:58.430305,0 days 00:00:03.639943,0.7220428706287503,0.6247285889067953,4,10,0.085983904800428,0.159961450859999,40,169,COMPLETE
9,9,9,0.7777777777777778,2023-05-30 21:41:58.430718,2023-05-30 21:42:01.830247,0 days 00:00:03.399529,0.3654578634758351,0.6449771333748081,4,7,0.0294750985585247,0.2878353508041521,50,128,COMPLETE
10,10,10,0.8222222222222222,2023-05-30 21:42:01.830649,2023-05-30 21:42:09.424016,0 days 00:00:07.593367,0.4495172008003952,0.562777872216166,3,15,0.0513118425466516,0.3459155633893773,60,148,COMPLETE
11,11,11,0.7777777777777778,2023-05-30 21:42:09.424407,2023-05-30 21:42:11.984916,0 days 00:00:02.560509,0.5671264938307097,0.5752377426484061,3,12,0.0992406474092262,0.3207000332892578,50,140,COMPLETE
12,12,12,0.7777777777777778,2023-05-30 21:42:11.985321,2023-05-30 21:42:17.323005,0 days 00:00:05.337684,0.4975717955695646,0.5765919447614056,3,13,0.054824573200305,0.2288130907423494,40,156,COMPLETE
13,13,13,0.8888888888888888,2023-05-30 21:42:17.323453,2023-05-30 21:42:22.548744,0 days 00:00:05.225291,0.6514126394268358,0.6981669703731868,3,15,0.0997452067542603,0.315490353734718,50,137,COMPLETE
14,14,14,0.8666666666666667,2023-05-30 21:42:22.549137,2023-05-30 21:42:26.889738,0 days 00:00:04.340601,0.4859042154516532,0.6153853974727395,3,12,0.0626544835322857,0.2375800876688131,60,160,COMPLETE
15,15,15,0.8222222222222222,2023-05-30 21:42:26.890380,2023-05-30 21:42:30.814360,0 days 00:00:03.923980,0.6776287096613502,0.5202811697021572,3,15,0.0822737779915471,0.344756542992934,40,178,COMPLETE
16,16,16,0.8222222222222222,2023-05-30 21:42:30.814732,2023-05-30 21:42:35.366710,0 days 00:00:04.551978,0.590615628638236,0.640891343863671,5,8,0.0802789754086085,0.3093512789360416,50,136,COMPLETE
17,17,17,0.8,2023-05-30 21:42:35.367435,2023-05-30 21:42:40.753394,0 days 00:00:05.385959,0.7066970118495641,0.6127066941966761,4,13,0.0452618100809093,0.2537614906540564,40,146,COMPLETE
18,18,18,0.7333333333333333,2023-05-30 21:42:40.753772,2023-05-30 21:42:44.685977,0 days 00:00:03.932205,0.4018434304212264,0.6994867613327813,4,5,0.0639793226921894,0.3006038261623362,50,163,COMPLETE
19,19,19,0.8,2023-05-30 21:42:44.686367,2023-05-30 21:42:48.212672,0 days 00:00:03.526305,0.7989172912508669,0.5175965695856686,3,13,0.0913661842560755,0.3343750741083538,60,144,COMPLETE
0,0,0,0.7777777777777778,2023-05-30 21:55:04.268290,2023-05-30 21:55:07.615099,0 days 00:00:03.346809,0.506174080590087,0.4191156233184325,5,10,0.067342603589885,0.3472828197761085,40,126,COMPLETE
1,1,1,0.7111111111111111,2023-05-30 21:55:07.615518,2023-05-30 21:55:10.239383,0 days 00:00:02.623865,0.5257220896646241,0.6418658690920245,3,5,0.0887980677646677,0.3329959643883053,50,165,COMPLETE
2,2,2,0.9111111111111112,2023-05-30 21:55:10.239749,2023-05-30 21:55:15.486706,0 days 00:00:05.246957,0.5886797044033635,0.6493958780218831,3,13,0.0926153233061094,0.1549511688021785,60,157,COMPLETE
3,3,3,0.8,2023-05-30 21:55:15.487079,2023-05-30 21:55:17.591822,0 days 00:00:02.104743,0.5892554298818646,0.4340731169610714,3,11,0.0969485831929031,0.1977022959558816,40,142,COMPLETE
4,4,4,0.8222222222222222,2023-05-30 21:55:17.592198,2023-05-30 21:55:20.007425,0 days 00:00:02.415227,0.5890487212191726,0.5242976074853452,3,6,0.094021916230579,0.2566000715165667,50,160,COMPLETE
5,5,5,0.8,2023-05-30 21:55:20.007814,2023-05-30 21:55:21.721194,0 days 00:00:01.713380,0.1746849296325845,0.5489771268533993,3,7,0.0634370897258264,0.3331535173399537,50,140,COMPLETE
6,6,6,0.7111111111111111,2023-05-30 21:55:21.721609,2023-05-30 21:55:24.951928,0 days 00:00:03.230319,0.4917187215663032,0.6773877849458728,3,5,0.0335689690195838,0.2589574353285879,50,174,COMPLETE
7,7,7,0.8222222222222222,2023-05-30 21:55:24.952321,2023-05-30 21:55:27.935275,0 days 00:00:02.982954,0.7389443716818661,0.5493934496253582,4,8,0.0714247873182423,0.1881769830305194,50,134,COMPLETE
8,8,8,0.8222222222222222,2023-05-30 21:55:27.935691,2023-05-30 21:55:31.806205,0 days 00:00:03.870514,0.4536109781323684,0.5813369012515328,3,12,0.063426461242187,0.303790845440279,60,132,COMPLETE
9,9,9,0.8888888888888888,2023-05-30 21:55:31.806599,2023-05-30 21:55:40.382195,0 days 00:00:08.575596,0.6069775264563699,0.6472957817278859,4,14,0.032627697576261,0.1935038753638572,50,161,COMPLETE
10,10,10,0.8,2023-05-30 21:55:40.382569,2023-05-30 21:55:43.599657,0 days 00:00:03.217088,0.2943078581405232,0.3056704752454897,5,15,0.0813627117497617,0.1779360602513423,60,180,COMPLETE
11,11,11,0.8666666666666667,2023-05-30 21:55:43.600063,2023-05-30 21:55:51.266858,0 days 00:00:07.666795,0.7332439562308966,0.6999083662750337,4,15,0.0433717999751249,0.1525865754469759,60,155,COMPLETE
12,12,12,0.8444444444444444,2023-05-30 21:55:51.267235,2023-05-30 21:55:57.425406,0 days 00:00:06.158171,0.6926621310357208,0.6226925989582517,4,13,0.0494393402691841,0.2162095535086421,60,149,COMPLETE
13,13,13,0.8666666666666667,2023-05-30 21:55:57.425780,2023-05-30 21:56:07.269287,0 days 00:00:09.843507,0.797899131169065,0.6267845148247964,4,13,0.0253536792609351,0.1503857395670296,60,167,COMPLETE
14,14,14,0.8222222222222222,2023-05-30 21:56:07.269711,2023-05-30 21:56:14.689250,0 days 00:00:07.419539,0.3599959053675293,0.599444302029567,5,14,0.0495941630896709,0.2205687465369588,40,153,COMPLETE
15,15,15,0.8222222222222222,2023-05-30 21:56:14.689630,2023-05-30 21:56:22.240416,0 days 00:00:07.550786,0.609299881905949,0.6648048180482012,4,10,0.0792250380710219,0.1705010167225537,50,169,COMPLETE
16,16,16,0.8888888888888888,2023-05-30 21:56:22.240926,2023-05-30 21:56:29.965816,0 days 00:00:07.724890,0.6607636908247726,0.6986430417894369,5,12,0.0786585072533739,0.2086209571423929,60,147,COMPLETE
17,17,17,0.8888888888888888,2023-05-30 21:56:29.966245,2023-05-30 21:56:35.008282,0 days 00:00:05.042037,0.3926135767338377,0.5900682244114108,4,14,0.0535668118167117,0.1701478605704944,60,159,COMPLETE
18,18,18,0.7333333333333333,2023-05-30 21:56:35.008873,2023-05-30 21:56:38.253338,0 days 00:00:03.244465,0.6239654093652557,0.6486724536865307,3,9,0.0571512778048802,0.1894221290279929,50,158,COMPLETE
19,19,19,0.9111111111111112,2023-05-30 21:56:38.253723,2023-05-30 21:56:47.792884,0 days 00:00:09.539161,0.54900944467246,0.6561344755944332,4,12,0.0437315948504056,0.2328172937288701,40,174,COMPLETE
0,0,0,0.8,2023-05-30 22:08:16.064035,2023-05-30 22:08:18.235843,0 days 00:00:02.171808,0.7850301779226485,0.3677176480225692,4,5,0.0917169288355719,0.3473580398724438,40,165,COMPLETE
1,1,1,0.9111111111111112,2023-05-30 22:08:18.236222,2023-05-30 22:08:23.139976,0 days 00:00:04.903754,0.2495794495535831,0.6017391152301808,4,11,0.0708729003544865,0.2728328547974066,60,178,COMPLETE
2,2,2,0.7555555555555555,2023-05-30 22:08:23.140346,2023-05-30 22:08:26.687567,0 days 00:00:03.547221,0.6054071859450129,0.4425047548890466,5,7,0.0361633637341284,0.3098858381080742,40,120,COMPLETE
3,3,3,0.8444444444444444,2023-05-30 22:08:26.687952,2023-05-30 22:08:31.441559,0 days 00:00:04.753607,0.1869519178027094,0.6629074411859373,5,10,0.0691706493778999,0.2544313519714836,60,147,COMPLETE
4,4,4,0.8666666666666667,2023-05-30 22:08:31.441982,2023-05-30 22:08:34.167466,0 days 00:00:02.725484,0.1714231749208365,0.3449412722493831,4,10,0.0558918073066504,0.2106884562152798,50,168,COMPLETE
5,5,5,0.8444444444444444,2023-05-30 22:08:34.167837,2023-05-30 22:08:36.389651,0 days 00:00:02.221814,0.2992173092832375,0.3075219552341289,3,13,0.077575448749326,0.2727977664381192,50,152,COMPLETE
6,6,6,0.8444444444444444,2023-05-30 22:08:36.390012,2023-05-30 22:08:39.706049,0 days 00:00:03.316037,0.4672605032374928,0.5678432185898608,5,6,0.0902324948803476,0.1663111304755648,40,158,COMPLETE
7,7,7,0.8666666666666667,2023-05-30 22:08:39.706416,2023-05-30 22:08:42.703509,0 days 00:00:02.997093,0.6893726599985663,0.6644947080489759,3,10,0.0360736082015911,0.1801102897918641,50,134,COMPLETE
8,8,8,0.9555555555555556,2023-05-30 22:08:42.703884,2023-05-30 22:08:45.439712,0 days 00:00:02.735828,0.1536078623710883,0.4249287159940995,4,13,0.0541616475522836,0.3305910653665869,60,136,COMPLETE
9,9,9,0.8222222222222222,2023-05-30 22:08:45.440321,2023-05-30 22:08:53.722744,0 days 00:00:08.282423,0.3050739739383756,0.5093675839492984,4,13,0.0390169464325111,0.3386715666509509,50,174,COMPLETE
10,10,10,0.8666666666666667,2023-05-30 22:08:53.723124,2023-05-30 22:08:58.780262,0 days 00:00:05.057138,0.1190286718409313,0.421651310972464,3,15,0.0548091807070108,0.3075001498251758,60,137,COMPLETE
11,11,11,0.8,2023-05-30 22:08:58.780659,2023-05-30 22:09:02.969572,0 days 00:00:04.188913,0.2915481218834269,0.5477842284153763,4,12,0.0626904552697583,0.2784482541846667,60,137,COMPLETE
12,12,12,0.9555555555555556,2023-05-30 22:09:02.969957,2023-05-30 22:09:08.951523,0 days 00:00:05.981566,0.104796590103173,0.6029679208800001,4,15,0.0477083734715098,0.2272605617258045,60,180,COMPLETE
13,13,13,0.8222222222222222,2023-05-30 22:09:08.952177,2023-05-30 22:09:15.107458,0 days 00:00:06.155281,0.1349076135681443,0.4654575067628684,4,15,0.0476464763213932,0.2250010087579721,60,127,COMPLETE
14,14,14,0.8888888888888888,2023-05-30 22:09:15.107854,2023-05-30 22:09:22.378806,0 days 00:00:07.270952,0.4237564012916762,0.502484617108534,5,14,0.0475450232348157,0.2286519988063168,60,147,COMPLETE
15,15,15,0.8888888888888888,2023-05-30 22:09:22.379181,2023-05-30 22:09:26.327198,0 days 00:00:03.948017,0.2041394958030768,0.6029902943898511,3,8,0.0300316919436488,0.1916832587070884,60,157,COMPLETE
16,16,16,0.8888888888888888,2023-05-30 22:09:26.327589,2023-05-30 22:09:29.648069,0 days 00:00:03.320480,0.1248412256797912,0.4038022453845661,4,13,0.0452897394361679,0.152046851126109,60,142,COMPLETE
17,17,17,1.0,2023-05-30 22:09:29.648455,2023-05-30 22:09:33.664120,0 days 00:00:04.015665,0.1024642502296474,0.4747631789609821,3,15,0.0259403666676111,0.2460808561836793,60,128,COMPLETE
18,18,18,0.9333333333333332,2023-05-30 22:09:33.664511,2023-05-30 22:09:38.256973,0 days 00:00:04.592462,0.232764837033769,0.4674233916206711,3,12,0.0256430678167197,0.2426722991904266,60,127,COMPLETE
19,19,19,0.8888888888888888,2023-05-30 22:09:38.257361,2023-05-30 22:09:43.076489,0 days 00:00:04.819128,0.3733769854542051,0.4117413778964864,3,14,0.027936660486288,0.3059652728608036,40,129,COMPLETE
0,0,0,0.7555555555555555,2023-05-30 22:21:52.521718,2023-05-30 22:21:56.339275,0 days 00:00:03.817557,0.1708120206806961,0.5291363529066475,4,10,0.0255308300204576,0.1961966244470189,60,141,COMPLETE
1,1,1,0.7777777777777778,2023-05-30 22:21:56.339670,2023-05-30 22:22:01.484095,0 days 00:00:05.144425,0.798161062877398,0.5443782105806036,4,15,0.0689569601925624,0.2953960544739502,60,153,COMPLETE
2,2,2,0.8222222222222222,2023-05-30 22:22:01.484478,2023-05-30 22:22:08.792452,0 days 00:00:07.307974,0.2927013966437209,0.6571442793356617,5,11,0.0338067423462193,0.3017473352995439,40,128,COMPLETE
3,3,3,0.9333333333333332,2023-05-30 22:22:08.792824,2023-05-30 22:22:15.438758,0 days 00:00:06.645934,0.2713790806812249,0.571014813346477,5,14,0.0444571075965673,0.2636568068644796,50,156,COMPLETE
4,4,4,0.7111111111111111,2023-05-30 22:22:15.439136,2023-05-30 22:22:18.302013,0 days 00:00:02.862877,0.648388904474814,0.5399384386784969,5,7,0.0920420497862054,0.328553361741378,50,138,COMPLETE
5,5,5,0.6888888888888889,2023-05-30 22:22:18.302394,2023-05-30 22:22:20.783418,0 days 00:00:02.481024,0.3805745559161501,0.4397864454455346,3,15,0.0803119702055059,0.2609363615987195,40,141,COMPLETE
6,6,6,0.8444444444444444,2023-05-30 22:22:20.783783,2023-05-30 22:22:24.641726,0 days 00:00:03.857943,0.182227175991135,0.5218037018702546,5,10,0.0818940047376179,0.3194451212756954,50,176,COMPLETE
7,7,7,0.8888888888888888,2023-05-30 22:22:24.642137,2023-05-30 22:22:27.898596,0 days 00:00:03.256459,0.7495030985015779,0.5255049830861765,3,12,0.0579944690934877,0.2319199773957579,50,136,COMPLETE
8,8,8,0.8666666666666667,2023-05-30 22:22:27.898981,2023-05-30 22:22:35.776561,0 days 00:00:07.877580,0.6045900461009006,0.6483507375918718,4,13,0.0574295687217423,0.2206708866228921,60,171,COMPLETE
9,9,9,0.7555555555555555,2023-05-30 22:22:35.776929,2023-05-30 22:22:38.183497,0 days 00:00:02.406568,0.1637353585198497,0.3622623506612631,3,11,0.061227996473115,0.2677839016224909,50,171,COMPLETE
10,10,10,0.6888888888888889,2023-05-30 22:22:38.183864,2023-05-30 22:22:40.460043,0 days 00:00:02.276179,0.4307954258825625,0.3054550375793413,5,6,0.0447825262337027,0.1681276184374878,50,156,COMPLETE
11,11,11,0.8444444444444444,2023-05-30 22:22:40.460429,2023-05-30 22:22:43.741043,0 days 00:00:03.280614,0.5139831987422303,0.6080417875597821,3,13,0.0475251634395697,0.2293107667155713,50,120,COMPLETE
12,12,12,0.8222222222222222,2023-05-30 22:22:43.741430,2023-05-30 22:22:47.481169,0 days 00:00:03.739739,0.3152478668382978,0.4566334265828417,3,13,0.0481820981521745,0.2417409335816432,50,154,COMPLETE
13,13,13,0.8222222222222222,2023-05-30 22:22:47.481548,2023-05-30 22:22:52.733460,0 days 00:00:05.251912,0.7719657891715418,0.5922212778783891,4,12,0.0390657868315879,0.2714519536401598,50,162,COMPLETE
