MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 88  17  14 228  12 185 181  19 235  15],[ 18  32  43  62 178 198 211],[ 14  78 137 141 151 157 159 180],[  1  94  98 114 150 162 190],[ 15  56 127 165],[ 15  56  83 103 131 179 183],[  8  28  30  36  72 106 109 116 126]
