Classifier,Success Rate
LDA,0.6666666666666666
LDA CV,0.6666666666666667
KNN-5,0.6666666666666666
KNN-5 CV,0.7333333333333333
KNN-7,0.6
KNN-7 CV,0.7333333333333333
SVC,0.6666666666666666
SVC CV,0.7
NB,0.6666666666666666
NB CV,0.6166666666666666
LR,0.7333333333333333
LR CV,0.7
LDA GA,0.5333333333333333
LDA GA CV,0.55
KNN5 GA,0.6
KNN5 GA CV,0.6833333333333333
KNN7 GA,0.4
KNN7 GA CV,0.5666666666666667
SVC GA,0.4666666666666667
SVC GA CV,0.5333333333333334
NB GA,0.5333333333333333
NB GA CV,0.6500000000000001
LR GA,0.8
LR GA CV,0.7
MV,0.6666666666666666
MV_GA,0.6666666666666666
MV_ALL,0.7333333333333333
STACKING,0.7333333333333333
OSTACKING ,0.7333333333333333
OSTACKING GA,0.8
OSTACKING ALL,0.7333333333333333
MV CV,0.6
MV GA CV,0.6
MV ALL CV,0.6666666666666666
OSTACKING CV,0.6666666666666666
OSTACKING GA CV,0.6
OSTACKING ALL CV,0.6666666666666666
