MATLAB,LDA,SVC,NB,LR
[ 88  17  14 228  12 185 181  19 235  15],[ 11 131 158 173 206],[ 14  56  95 140 181 187],[ 41  51 131 170 175 183],[  1  59  66  73 114 139 145]
