MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[188 154 189 117  35 106 183 226 103 170],[ 0  1  7  9 10 14 18],[ 6  8 19 21 22],[ 7  9 15 16 17 22 23],[ 9 11 12 27 28 29],[ 1  5  7 17 18 22 23 28 32],[ 0 15 22 48]
