MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 68 172 158  84   4 171  85 143  73 128],[ 2  4  5 12 14],[ 5  6 10 15 21 24 25],[ 4  5  8 11 16 21 23],[ 5 10 14 16 22 23 24 28 29],[ 3 12 17 28 35 37],[ 3  6 25 31 32 39 40 42 48]
