MATLAB,LDA,SVC,NB,LR
[110  25 212 172 218 178  10 120  66 118],[ 0  4  7  9 12 15],[ 7 13 16 19 25],[ 4  5  9 13 18 25 26 29 32 38],[24 25 27 28 31 32 41 43 44]
