Classifier,Success Rate
LDA,0.6
LDA CV,0.6333333333333333
SVC,0.5333333333333333
SVC CV,0.6833333333333333
NB,0.6666666666666666
NB CV,0.6166666666666666
LR,0.6
LR CV,0.6166666666666666
LDA GA,0.3333333333333333
LDA GA CV,0.5333333333333334
SVC GA,0.2
SVC GA CV,0.55
NB GA,0.4
NB GA CV,0.6666666666666666
LR GA,0.5333333333333333
LR GA CV,0.6666666666666666
MV,0.5333333333333333
MV_GA,0.4666666666666667
MV_ALL,0.6
STACKING,0.6
OSTACKING ,0.5333333333333333
OSTACKING GA,0.3333333333333333
OSTACKING ALL,0.4666666666666667
MV CV,0.65
MV_GA CV,0.6833333333333332
MV_ALL CV,0.6833333333333333
OSTACKING  CV,0.6666666666666667
OSTACKING GA CV,0.7333333333333333
OSTACKING ALL CV,0.65
