Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.5333333333333334
SVC,0.6666666666666666
SVC CV,0.55
NB,0.4666666666666667
NB CV,0.4999999999999999
LR,0.5333333333333333
LR CV,0.55
LDA GA,0.6666666666666666
LDA GA CV,0.6000000000000001
SVC GA,0.6
SVC GA CV,0.65
NB GA,0.4666666666666667
NB GA CV,0.7499999999999999
LR GA,0.6
LR GA CV,0.6166666666666666
MV,0.5333333333333333
MV_GA,0.6
MV_ALL,0.6666666666666666
STACKING,0.4666666666666667
OSTACKING ,0.6666666666666666
OSTACKING GA,0.6
OSTACKING ALL,0.6666666666666666
MV CV,0.5833333333333333
MV_GA CV,0.6833333333333333
MV_ALL CV,0.7
OSTACKING  CV,0.5833333333333334
OSTACKING GA CV,0.6833333333333333
OSTACKING ALL CV,0.7166666666666667
