MATLAB,LDA,SVC,NB,LR
[ 14  90 119 225 171  39  23 231  15   8],[ 6  8  9 15 16 19 20],[10 16 17 18 25 30 32],[ 3  8 21 34 35 38],[ 5 11 13 41 48 54]
