MATLAB,LDA,SVC,NB,LR
[  6  93   9 141 134  79  89  36 217 148],[  5   6   9  26  99 106 125 144 206],[  4   6  15  21  24  84  87  91 121 142],[  3   6   9  31  34 108],[  3   6  12  24  59  79  85  97 148]
