LDA,LDA CV,KNN5,KNN5 CV,KNN7,KNN7 CV,SVC,SVC CV,NB,NB CV,LR,LR CV,LDA GA,LDA GA CV,KNN5 GA,KNN5 GA CV,KNN7 GA,KNN7 GA CV,SVC GA,SVC GA CV,NB GA,NB GA CV,LR GA,LR GA CV,MV,MV_GA,MV_ALL,STACKING,OSTACKING ,OSTACKING GA,OSTACKING ALL,MV CV,MV_GA CV,MV_ALL CV,OSTACKING  CV,OSTACKING GA CV,OSTACKING ALL CV
0.52,0.58,0.50,0.60,0.48,0.59,0.52,0.61,0.52,0.57,0.53,0.59,0.55,0.62,0.48,0.58,0.49,0.59,0.49,0.62,0.54,0.66,0.53,0.62,0.54,0.57,0.54,0.52,0.52,0.55,0.53,0.62,0.68,0.66,0.61,0.64,0.64
