MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 97 144 186 236 153 181 233  28 224  99],[  0  87 165 176 183 203],[  2  20  33  48  78  80 111 137 139 145],[ 15  62  64  72 102 141 153 178],[ 74  75 106 118 147 167 179],[ 10  19  30 120 126 142 145 150],[  4  39  62  83 125]
