MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[143 123  89 141 187 220  49 189  43  50],[ 58  89 126 180 189],[ 10  47  89 112 125 126 181],[ 65  83 154 181],[ 24  60  68  87  96  98 105 112 150 158],[113 169],[ 18  19  88  97 119 121]
