MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 26 119 234   5  86   9 107 158 189 222],[ 32  66  69 150 161 168 184 206],[  3   5 130 137 138 142],[  7   9  24 124 141 147],[  5  22  28  54  56  83  98 165 185],[  1   6  28  47 152 163 193],[  5   6  22 115 126 136]
