MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[101 141 139 174  80  85   8 232 238  33],[ 27  90 126 140 144 168 186],[ 17  26  55  72  85  98 117],[ 19  26  91  92 111 117 140 149 152],[ 21  26  94 111 127 135 176],[  6   8  50 130 131 148 152],[  6   8  17  47  57  65 103 117]
