Classifier,Success Rate
LDA,0.5333333333333333
LDA CV,0.4833333333333333
SVC,0.4666666666666667
SVC CV,0.6166666666666667
NB,0.6
NB CV,0.5833333333333334
LR,0.5333333333333333
LR CV,0.5166666666666667
LDA GA,0.4
LDA GA CV,0.4666666666666666
SVC GA,0.4
SVC GA CV,0.6000000000000001
NB GA,0.4666666666666667
NB GA CV,0.6333333333333333
LR GA,0.7333333333333333
LR GA CV,0.7166666666666666
MV,0.5333333333333333
MV_GA,0.6666666666666666
MV_ALL,0.6
STACKING,0.6
OSTACKING ,0.4666666666666667
OSTACKING GA,0.4666666666666667
OSTACKING ALL,0.5333333333333333
MV CV,0.55
MV_GA CV,0.6833333333333333
MV_ALL CV,0.65
OSTACKING  CV,0.6
OSTACKING GA CV,0.6
OSTACKING ALL CV,0.6
