,number,value,datetime_start,datetime_complete,duration,params_cross_ind_prob,params_cross_prob,params_cv,params_max_features,params_muta_ind_prob,params_muta_prob,params_n_gens,params_n_population,state
0,0,0.8666666666666667,2023-05-30 20:26:28.453349,2023-05-30 20:26:31.213715,0 days 00:00:02.760366,0.4083758505784937,0.339789172510366,3,14,0.09308340252495517,0.2535423652676174,50,143,COMPLETE
1,1,0.8222222222222222,2023-05-30 20:26:31.214122,2023-05-30 20:26:33.912993,0 days 00:00:02.698871,0.7189788369949027,0.30076380527256336,3,8,0.030362176568237954,0.21124061363322577,60,173,COMPLETE
2,2,0.8888888888888888,2023-05-30 20:26:33.913379,2023-05-30 20:26:40.899019,0 days 00:00:06.985640,0.33808171209295335,0.6884990660392123,5,9,0.04162227442164011,0.21859021274324297,50,165,COMPLETE
3,3,0.8888888888888888,2023-05-30 20:26:40.899403,2023-05-30 20:26:43.975315,0 days 00:00:03.075912,0.4212563095499574,0.5243441755192118,3,6,0.0710630163366526,0.3349443328370536,40,178,COMPLETE
4,4,0.8222222222222222,2023-05-30 20:26:43.975698,2023-05-30 20:26:45.792230,0 days 00:00:01.816532,0.263228470989884,0.5416313488356586,3,5,0.07408782659453657,0.16255772525964826,60,124,COMPLETE
5,5,0.8444444444444444,2023-05-30 20:26:45.792609,2023-05-30 20:26:50.336203,0 days 00:00:04.543594,0.7398556712893244,0.6266818913223939,4,7,0.07323877755414782,0.16392377374294578,40,171,COMPLETE
6,6,0.8666666666666667,2023-05-30 20:26:50.336582,2023-05-30 20:26:55.145585,0 days 00:00:04.809003,0.22199037674741567,0.3548488007875617,5,7,0.03548184057673855,0.31713300323120786,50,176,COMPLETE
7,7,0.8,2023-05-30 20:26:55.146195,2023-05-30 20:26:57.041315,0 days 00:00:01.895120,0.7928309371972614,0.324373410223246,4,6,0.06950731677002879,0.16871531363306153,60,141,COMPLETE
8,8,0.8444444444444444,2023-05-30 20:26:57.041690,2023-05-30 20:26:58.421811,0 days 00:00:01.380121,0.11284058600106989,0.305635533780573,3,6,0.03613174182478811,0.2787691885388077,50,136,COMPLETE
9,9,0.8222222222222222,2023-05-30 20:26:58.422208,2023-05-30 20:27:00.174399,0 days 00:00:01.752191,0.594255620712097,0.588864487559998,3,5,0.09840926246539958,0.25005942750180615,60,120,COMPLETE
10,10,0.8888888888888888,2023-05-30 20:27:00.174769,2023-05-30 20:27:09.012135,0 days 00:00:08.837366,0.5167035350505436,0.6987144794695702,5,11,0.05046094459820278,0.21546910440498201,50,161,COMPLETE
11,11,0.8666666666666667,2023-05-30 20:27:09.012531,2023-05-30 20:27:14.356239,0 days 00:00:05.343708,0.40703407943861813,0.4761857611774876,5,10,0.05382405525720232,0.3296912881647612,40,160,COMPLETE
12,12,0.8888888888888888,2023-05-30 20:27:14.356631,2023-05-30 20:27:22.774113,0 days 00:00:08.417482,0.35337002102216375,0.690440640926258,4,10,0.051726180525928665,0.3482509796583281,40,161,COMPLETE
13,13,0.9111111111111111,2023-05-30 20:27:22.774545,2023-05-30 20:27:29.152515,0 days 00:00:06.377970,0.5180250450029708,0.4702008783656173,5,12,0.060166138955390046,0.29389299534728136,40,180,COMPLETE
14,14,0.9111111111111111,2023-05-30 20:27:29.153117,2023-05-30 20:27:36.201829,0 days 00:00:07.048712,0.5164246865836236,0.43369683779294665,5,13,0.04265778462758887,0.2880970153197449,50,165,COMPLETE
15,15,0.9111111111111111,2023-05-30 20:27:36.202210,2023-05-30 20:27:42.628511,0 days 00:00:06.426301,0.5361219836691533,0.4321354477483842,5,13,0.060621327091021186,0.2967917861452964,40,153,COMPLETE
16,16,0.9111111111111111,2023-05-30 20:27:42.628887,2023-05-30 20:27:50.624163,0 days 00:00:07.995276,0.5953447518528769,0.4291038020522736,5,12,0.025069580308960396,0.297645862259607,40,180,COMPLETE
17,17,0.9111111111111111,2023-05-30 20:27:50.624551,2023-05-30 20:27:56.286065,0 days 00:00:05.661514,0.4719579619218219,0.40698788357510723,4,15,0.04397703105821302,0.280655230545392,50,169,COMPLETE
18,18,0.8888888888888888,2023-05-30 20:27:56.286507,2023-05-30 20:28:04.764217,0 days 00:00:08.477710,0.6175711334510525,0.48977927797199244,5,12,0.05976231353042836,0.31466754311754375,50,154,COMPLETE
19,19,0.8666666666666667,2023-05-30 20:28:04.764625,2023-05-30 20:28:09.250264,0 days 00:00:04.485639,0.6769614589443522,0.3847776063576573,4,15,0.04401745208942335,0.27667689785630334,40,168,COMPLETE
