MATLAB,LDA,SVC,NB,LR
[ 61  11  36 234  90 152 156  88 228 169],[ 0  5 10 17 18 20],[ 0  5  9 17 20],[ 1  7 12 33 34 35 37 38],[ 6 12 14 16 41 52 57]
