MATLAB,LDA,SVC,NB,LR
[  6  93   9 141 134  79  89  36 217 148],[  0   5 102],[  4   5  18  70  88  91  98 113],[ 1  2  4 15 43 45 60 72 93],[  0   3   6  28  66  79  89 108 114]
