MATLAB,LDA,SVC,NB,LR
[ 68 172 158  84   4 171  85 143  73 128],[ 6 11 14 17 28 34 87 91 96],[10 12 34 46 54 61],[ 8  9 11 25 75 76 77 87],[  3   6  59  61  66 112]
