MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[143 123  89 141 187 220  49 189  43  50],[ 34  76  88 117 120 136 159 169 178],[ 42  75  91 145 152 180],[ 29  33  62  70  76  77  81  94 147 182],[ 27  60  69  96  97 106],[  9  42  97  99 113 118 123 130 139],[ 28  64  72  86  88  97 114 121 123 140]
