Classifier,Success Rate
LDA,0.6
LDA CV,0.6166666666666666
SVC,0.6
SVC CV,0.6333333333333333
NB,0.6
NB CV,0.5333333333333334
LR,0.6666666666666666
LR CV,0.6666666666666666
LDA GA,0.4666666666666667
LDA GA CV,0.5666666666666667
SVC GA,0.6
SVC GA CV,0.6166666666666666
NB GA,0.5333333333333333
NB GA CV,0.65
LR GA,0.8
LR GA CV,0.75
MV,0.6666666666666666
MV_GA,0.6666666666666666
MV_ALL,0.6666666666666666
STACKING,0.6
OSTACKING ,0.6
OSTACKING GA,0.7333333333333333
OSTACKING ALL,0.5333333333333333
MV CV,0.6666666666666666
MV_GA CV,0.7000000000000001
MV_ALL CV,0.6833333333333333
OSTACKING  CV,0.6666666666666666
OSTACKING GA CV,0.6333333333333333
OSTACKING ALL CV,0.6666666666666666
