LDA,LDA CV,SVC,SVC CV,NB,NB CV,LR,LR CV,LDA GA,LDA GA CV,SVC GA,SVC GA CV,NB GA,NB GA CV,LR GA,LR GA CV,MV,MV_GA,MV_ALL,STACKING,OSTACKING ,OSTACKING GA,OSTACKING ALL,MV CV,MV_GA CV,MV_ALL CV,OSTACKING  CV,OSTACKING GA CV,OSTACKING ALL CV
0.52,0.58,0.52,0.61,0.52,0.57,0.53,0.59,0.50,0.64,0.50,0.61,0.54,0.65,0.53,0.64,0.52,0.57,0.56,0.51,0.52,0.54,0.54,0.61,0.68,0.66,0.62,0.65,0.64
