Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.6166666666666667
SVC,0.4
SVC CV,0.5666666666666667
NB,0.4666666666666667
NB CV,0.55
LR,0.4
LR CV,0.6166666666666667
LDA GA,0.5333333333333333
LDA GA CV,0.6833333333333333
SVC GA,0.4
SVC GA CV,0.6333333333333333
NB GA,0.6
NB GA CV,0.7166666666666667
LR GA,0.3333333333333333
LR GA CV,0.4
MV,0.4
MV_GA,0.6
MV_ALL,0.4666666666666667
STACKING,0.4
OSTACKING ,0.4666666666666667
OSTACKING GA,0.3333333333333333
OSTACKING ALL,0.5333333333333333
MV CV,0.6000000000000001
MV_GA CV,0.6833333333333333
MV_ALL CV,0.6833333333333333
OSTACKING  CV,0.5666666666666667
OSTACKING GA CV,0.65
OSTACKING ALL CV,0.6166666666666667
