MATLAB,LDA,SVC,NB,LR
[118  20  39  62  38  18   7  87 127  72],[ 17  32  63  87 104 127 154 163 181],[ 17  33  44  90  91  94 101 141 151],[  6  31  33  54  57  83 128 156 169 179],[  1  22  25  43  51  69 116]
