MATLAB,LDA,SVC,NB,LR
[ 68 172 158  84   4 171  85 143  73 128],[ 0  2  3  5  7  8 12],[ 5  8 11 16 24 31],[ 0  3 17 23 26 27 28 35 40],[ 1  6 17 19 32 42 51]
