LDA,LDA CV,KNN5,KNN5 CV,KNN7,KNN7 CV,SVC,SVC CV,NB,NB CV,LR,LR CV,LDA GA,LDA GA CV,KNN5 GA,KNN5 GA CV,KNN7 GA,KNN7 GA CV,SVC GA,SVC GA CV,NB GA,NB GA CV,LR GA,LR GA CV,MV,MV_GA,MV_ALL,STACKING,OSTACKING ,OSTACKING GA,OSTACKING ALL,MV CV,MV_GA CV,MV_ALL CV,OSTACKING  CV,OSTACKING GA CV,OSTACKING ALL CV
0.52,0.59,0.50,0.60,0.48,0.58,0.52,0.61,0.51,0.56,0.53,0.59,0.50,0.62,0.50,0.58,0.56,0.60,0.49,0.62,0.52,0.64,0.53,0.63,0.53,0.55,0.53,0.51,0.52,0.53,0.52,0.62,0.67,0.66,0.61,0.64,0.64
