MATLAB,LDA,SVC,NB,LR
[116 177  33 148  82 244 171  18 223 144],[ 25  62  67  92 144 157 167 179],[ 16  46  91 100 133 138 149 159],[  2  62  70  89  91  92 163],[ 16  33  41  43  79  81  83  98 136 138]
