MATLAB,LDA,SVC,NB,LR
[143 123  89 141 187 220  49 189  43  50],[ 35  66  76  97 100 127 167 187],[ 68  84 112 121],[ 37  40  58  97  99 113 123 153],[  2  40  88 121]
