MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 90   6  39   7  11  33  44 112  53  41],[ 7 16 21 23],[ 0  4 13],[ 2  4  9 13],[ 1  2  3 16 27],[ 1  6 10 12 19 27 29 33 36],[11 34 39]
