MATLAB,LDA,SVC,NB,LR
[ 61  11  36 234  90 152 156  88 228 169],[  5   7   9  21  26  35  55  57  66 104],[  0  20  28 101 103],[16 17 57 76 79 85 89 93],[  0  20  44  50  58  75  82 100 116 117]
