MATLAB,LDA,SVC,NB,LR
[110  25 212 172 218 178  10 120  66 118],[  4  28  32 121 134 136 141 204 205],[ 53  58 106 130 136 167 183],[  7  21  50  67  72  85  88  94  95 131],[  1  53  56  61  70  92 110 113 123]
