MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 97 144 186 236 153 181 233  28 224  99],[15 58 84],[ 65  80 112 121 178],[  3  74  90 126 141 166],[ 52  74  75 106 142 152],[ 13  29  30  49  79 120 145 192],[  4  62  89 119 124]
