MATLAB,LDA,SVC,NB,LR
[116 177  33 148  82 244 171  18 223 144],[17 53 64 67 78],[ 18  28  34  42  43  52  89  93 106],[18 24 29 33 37 39 43 79 82],[ 19  41  44  47  69  72  76 106 109]
