Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.6166666666666667
SVC,0.4
SVC CV,0.5666666666666667
NB,0.4666666666666667
NB CV,0.55
LR,0.4
LR CV,0.6166666666666667
LDA GA,0.4
LDA GA CV,0.5499999999999999
SVC GA,0.3333333333333333
SVC GA CV,0.6166666666666667
NB GA,0.6
NB GA CV,0.6833333333333332
LR GA,0.4
LR GA CV,0.45
MV,0.4
MV_GA,0.4666666666666667
MV_ALL,0.4
STACKING,0.4
OSTACKING ,0.4666666666666667
OSTACKING GA,0.4
OSTACKING ALL,0.4
MV CV,0.6
MV_GA CV,0.6166666666666666
MV_ALL CV,0.6
OSTACKING  CV,0.5666666666666667
OSTACKING GA CV,0.6
OSTACKING ALL CV,0.5666666666666667
