MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[215 179 221 244 202  86  48 194 161  59],[ 26  31  34  37  53  56  98 107 166 208],[  7  23  49  72 106 157 179 180 196],[  9  23  69 139 175 177],[  7  30  50  61 142 147 158 170 174],[  6  49  62  66  85 127 175 187 194],[ 10  24  59  65  66  75 114 127 144]
