Classifier,Success Rate
LDA,0.5333333333333333
LDA CV,0.65
SVC,0.4666666666666667
SVC CV,0.5999999999999999
NB,0.6
NB CV,0.55
LR,0.6
LR CV,0.65
LDA GA,0.3333333333333333
LDA GA CV,0.5666666666666667
SVC GA,0.6
SVC GA CV,0.6666666666666667
NB GA,0.5333333333333333
NB GA CV,0.6333333333333334
LR GA,0.6
LR GA CV,0.7166666666666667
MV,0.5333333333333333
MV_GA,0.3333333333333333
MV_ALL,0.4666666666666667
STACKING,0.5333333333333333
OSTACKING ,0.5333333333333333
OSTACKING GA,0.6666666666666666
OSTACKING ALL,0.5333333333333333
MV CV,0.6666666666666666
MV_GA CV,0.6833333333333332
MV_ALL CV,0.6666666666666667
OSTACKING  CV,0.6166666666666667
OSTACKING GA CV,0.65
OSTACKING ALL CV,0.6
