MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[101 141 139 174  80  85   8 232 238  33],[  9  25  26  39  93 107 144 165],[ 26  89 124 144 171],[ 22  62  89  92 103 104 146 148 156],[ 26  41  86 104 113 122 146 150 156],[  7  27  88 124 130 139 174 197],[  6  14  20  65  76  94 106 109 117 130]
