MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 90 228 240   7  35 145  18  11  43 237],[ 37  58 109 136 158 159 188 190],[130 156],[124],[ 76  77  98 149 150 181],[ 24  62  86 101 108 139 143 168 198],[  9  15  42  48  59  82  87  95 124 149]
