MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[ 14  90 119 225 171  39  23 231  15   8],[  8 106 122 151 178 198],[ 54  72  95 120 130 139 183],[  8  42  51  76  88 117 149 181 184 190],[ 10  94 118 139 140 162 169 177 178],[ 11  21 115 118 121 157 181],[  5  23  45  95 106 126 137]
