MATLAB,LDA,SVC,NB,LR
[ 97 144 186 236 153 181 233  28 224  99],[ 3  6  9 12 17],[ 3  6  7 22 26 31],[ 3  7 20 21 22 30 31],[ 2  4 20 27 52]
