MATLAB,LDA,SVC,NB,LR
[ 68 172 158  84   4 171  85 143  73 128],[ 33  63  96  98 104 107 138],[61 65 67 86 88 99],[  9  74  81  95 119 161 188],[ 68  95  98 100 138]
