MATLAB,LDA,SVC,NB,LR
[234  39  90 123 109 223  55  49  82   7],[  1  44 110 169 202],[ 20  25  46  70  98 118 123 136 172 185],[ 76  81  85 113 140],[  1   2  56  76  80  90 115 119 133 137]
