MATLAB,LDA,SVC,NB,LR
[  6  93   9 141 134  79  89  36 217 148],[  0   6  21 119 140 172],[  7  61 100 104 187],[  3   4   6  44 108 152 164],[  3   6   9  48  68 103 112 120]
