MATLAB,LDA,SVC,NB,LR
[188 154 189 117  35 106 183 226 103 170],[ 38  67  93 124 129 147 195 196 203 212],[ 11  21 109 122 149 159 166 176 189],[  5   6  30 100 108 140 142 160],[  0   1  13  26  63 116 118]
