Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.5333333333333333
SVC,0.6
SVC CV,0.55
NB,0.4
NB CV,0.4833333333333334
LR,0.6
LR CV,0.5666666666666667
LDA GA,0.4666666666666667
LDA GA CV,0.6499999999999999
SVC GA,0.4
SVC GA CV,0.5833333333333334
NB GA,0.3333333333333333
NB GA CV,0.65
LR GA,0.4666666666666667
LR GA CV,0.7166666666666666
MV,0.5333333333333333
MV_GA,0.3333333333333333
MV_ALL,0.3333333333333333
STACKING,0.4666666666666667
OSTACKING ,0.4666666666666667
OSTACKING GA,0.4666666666666667
OSTACKING ALL,0.4
MV CV,0.5833333333333333
MV_GA CV,0.7
MV_ALL CV,0.6666666666666667
OSTACKING  CV,0.6
OSTACKING GA CV,0.5666666666666667
OSTACKING ALL CV,0.6166666666666667
