MATLAB,LDA,SVC,NB,LR
[116 177  33 148  82 244 171  18 223 144],[ 13  28 103 107 157 162 188 202],[ 26  87 109 142 143 150 163],[ 41  52  56  70  89  92 162 172],[ 14  43  46  79  95  98 117 138]
