MATLAB,LDA,SVC,NB,LR
[118  20  39  62  38  18   7  87 127  72],[ 17  86 116 164 182 213],[ 33  44  51  91 156],[  6  31  65  92  94 135 179 187],[ 15  25  32  45  54  55  69  80 145]
