MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[215 179 221 244 202  86  48 194 161  59],[ 34  41 123 159 168 208 212],[  3   4  21  45 166 179 181 192 194 196],[  7 125 126 139 177],[  1  39  65  89 117 130 147],[ 14  49  63  65 143 155 164 181],[  4  23  40 103 114 122 133 137 145]
