MATLAB,LDA,KNN5,KNN7,SVC,NB,LR
[234  39  90 123 109 223  55  49  82   7],[  5  24  41  50  80 159 204],[ 79  83 100 115 138 174],[  8  45  46  84  96 103 120 136 147 163],[ 14  89  93  98 136 139 174],[ 33  43  50  58  81  85 112 140 145 157],[ 2 42 46 80]
