MATLAB,LDA,SVC,NB,LR
[ 14  90 119 225 171  39  23 231  15   8],[ 6 11 13 15 18 19 20],[ 8 16 17 18 20 25 32],[ 0  2 10 14 24 27 37 38],[ 5  9 13 30 46 47 49 51 54 55]
