Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.6166666666666667
KNN-5,0.4666666666666667
KNN-5 CV,0.55
KNN-7,0.4666666666666667
KNN-7 CV,0.5
SVC,0.4
SVC CV,0.5666666666666667
NB,0.4666666666666667
NB CV,0.55
LR,0.4
LR CV,0.6166666666666667
LDA GA,0.6
LDA GA CV,0.5166666666666667
KNN5 GA,0.4666666666666667
KNN5 GA CV,0.5666666666666667
KNN7 GA,0.5333333333333333
KNN7 GA CV,0.6
SVC GA,0.5333333333333333
SVC GA CV,0.7000000000000001
NB GA,0.6
NB GA CV,0.6833333333333332
LR GA,0.4666666666666667
LR GA CV,0.55
MV,0.4
MV_GA,0.5333333333333333
MV_ALL,0.4
STACKING,0.4
OSTACKING ,0.4
OSTACKING GA,0.6
OSTACKING ALL,0.5333333333333333
MV CV,0.6
MV GA CV,0.26666666666666666
MV ALL CV,0.4666666666666667
OSTACKING CV,0.4666666666666667
OSTACKING GA CV,0.5333333333333333
OSTACKING ALL CV,0.4
